family	genus	species	taxid	segment	experiment	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_objective_value	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides	mean_cluster_guide_set_frac_bound	mean_cluster_guide_set_expected_activity	mean_cluster_guide_set_median_activity	mean_cluster_guide_set_5th_pctile_activity
Astroviridae	unknown	Porcine astrovirus 5	1093928	None	nonspecific_min-guides	taxon	NA	1589078134	1589078134	8	8	1	671632.0	378.44	3.201838730514401	88	1	1	1	1.0	3.306514896452427	3.2128681540489197	3.1827749609947205
Birnaviridae	Avibirnavirus	Infectious bursal disease virus	10995	A	nonspecific_min-guides	taxon	NA	1589102426	1589102426	158	157	1	1818736.0	15620.61	3.201838730514401	88	1	1	1	1.0	3.2001487593741933	3.242776393890381	3.0205594897270203
Birnaviridae	Aquabirnavirus	Infectious pancreatic necrosis virus	11002	B	nonspecific_min-guides	taxon	NA	1589099442	1589099442	153	152	1	1171520.0	12417.86	3.214495248781893	89	1	1	1	0.9868421052631579	3.327684054641347	3.435936391353607	2.7690354585647583
Arteriviridae	Porartevirus	Lactate dehydrogenase-elevating virus	11048	None	nonspecific_min-guides	taxon	NA	1589065071	1589065071	3	3	1	621360.0	1479.73	3.201838730514401	88	1	1	1	1.0	3.10243554910024	3.2061473727226257	2.88080894947052
Astroviridae	Mamastrovirus	Porcine astrovirus 2	1105378	None	nonspecific_min-guides	taxon	NA	1589094708	1589094708	19	19	1	996900.0	5543.06	3.701838730514401	88	1	2	1	1.0	3.1977314854923047	3.203316390514374	3.075018286705017
Astroviridae	Mamastrovirus	Porcine astrovirus 4	1105379	None	nonspecific_min-guides	taxon	NA	1589095277	1589095277	26	26	1	1063580.0	4014.53	3.201838730514401	88	1	1	1	1.0	3.431915188064942	3.526534080505371	3.074453055858612
Circoviridae	unknown	Po-Circo-like virus 41	1105385	None	nonspecific_min-guides	taxon	NA	1589136798	1589136798	1	1	1	527788.0	36.52	3.201838730514401	88	1	1	1	1.0	3.149270534515381	3.149270534515381	3.149270534515381
Circoviridae	unknown	Po-Circo-like virus 51	1105386	None	nonspecific_min-guides	taxon	NA	1589137040	1589137040	1	1	1	532304.0	35.68	3.201838730514401	88	1	1	1	1.0	3.257338285446167	3.257338285446167	3.257338285446167
Birnaviridae	unknown	Espirito Santo virus	1127767	A	nonspecific_min-guides	taxon	NA	1589098206	1589098206	1	1	1	533136.0	47.06	3.201838730514401	88	1	1	1	1.0	3.183472514152527	3.183472514152527	3.183472514152527
Circoviridae	unknown	Meles meles circovirus-like virus	1128073	None	nonspecific_min-guides	taxon	NA	1589136073	1589136073	1	1	1	526232.0	34.40	3.201838730514401	88	1	1	1	1.0	2.9088231325149536	2.9088231325149536	2.9088231325149536
Astroviridae	Mamastrovirus	Astrovirus wild boar/WBAstV-1/2011/HUN	1137931	None	nonspecific_min-guides	taxon	NA	1589082275	1589082275	1	1	1	536264.0	62.90	3.201838730514401	88	1	1	1	1.0	3.1756251454353333	3.1756251454353333	3.1756251454353333
Astroviridae	unknown	Murine astrovirus	1141625	None	nonspecific_min-guides	taxon	NA	1589077645	1589077645	3	3	1	595188.0	110.64	3.201838730514401	88	1	1	1	1.0	3.098750909169515	3.1966914534568787	2.9028698205947876
Adenoviridae	Mastadenovirus	Ovine mastadenovirus A	114424	None	nonspecific_min-guides	taxon	NA	1588777319	1588777319	1	1	1	559872.0	158.62	3.201838730514401	88	1	1	1	1.0	2.788975477218628	2.788975477218628	2.788975477218628
Adenoviridae	Atadenovirus	Snake atadenovirus A	1146872	None	nonspecific_min-guides	taxon	NA	1588698061	1588698061	1	1	1	553020.0	155.26	3.201838730514401	88	1	1	1	1.0	2.9838473796844482	2.9838473796844482	2.9838473796844482
Adenoviridae	Mastadenovirus	Murine mastadenovirus B	1146873	None	nonspecific_min-guides	taxon	NA	1588773748	1588773748	1	1	1	556392.0	104.24	3.201838730514401	88	1	1	1	1.0	2.852548599243164	2.852548599243164	2.852548599243164
Adenoviridae	Mastadenovirus	Bat mastadenovirus B	1146874	None	nonspecific_min-guides	taxon	NA	1588726075	1588726075	2	2	1	581992.0	158.86	3.201838730514401	88	1	1	1	1.0	3.0330620408058167	3.0330620408058167	3.0330620408058167
Adenoviridae	Aviadenovirus	Turkey aviadenovirus B	1146875	None	nonspecific_min-guides	taxon	NA	1588717215	1588717215	1	1	1	560820.0	102.22	3.201838730514401	88	1	1	1	1.0	2.824510097503662	2.824510097503662	2.824510097503662
Adenoviridae	Siadenovirus	Great tit siadenovirus A	1146876	None	nonspecific_min-guides	taxon	NA	1588856513	1588856513	1	1	1	541768.0	31.14	3.201838730514401	88	1	1	1	1.0	3.1090829968452454	3.1090829968452454	3.1090829968452454
Adenoviridae	Mastadenovirus	Bat mastadenovirus A	1146877	None	nonspecific_min-guides	taxon	NA	1588725524	1588725524	2	2	1	581100.0	129.87	3.201838730514401	88	1	1	1	1.0	2.848397374153137	2.735390782356262	2.735390782356262
Amalgaviridae	unknown	Zygosaccharomyces bailii virus Z	114871	None	nonspecific_min-guides	taxon	NA	1588927719	1588927719	2	2	1	525772.0	20.48	3.201838730514401	88	1	1	1	1.0	3.1728492379188538	3.1728492379188538	3.1728492379188538
Astroviridae	Mamastrovirus	Canine astrovirus	1157338	None	nonspecific_min-guides	taxon	NA	1589085393	1589085393	11	11	1	781496.0	8728.80	3.201838730514401	88	1	1	1	1.0	3.130136928775094	3.1621363759040833	2.81465744972229
Astroviridae	Mamastrovirus	Rabbit astrovirus TN/2208/2010	1161132	None	nonspecific_min-guides	taxon	NA	1589096885	1589096885	1	1	1	532008.0	76.50	3.201838730514401	88	1	1	1	1.0	2.768517851829529	2.768517851829529	2.768517851829529
Arenaviridae	Mammarenavirus	Lassa mammarenavirus	11620	S	nonspecific_min-guides	taxon	NA	1588986589	1588986589	345	11	1	706496.0	1778.71	4.888647212919409	107	1	2	2	1.0	3.12902785431255	3.077507793903351	2.8139740228652954
Arenaviridae	Mammarenavirus	Lymphocytic choriomeningitis mammarenavirus	11623	L	nonspecific_min-guides	taxon	NA	1589002089	1589002089	34	4	1	621320.0	192.47	3.214495248781893	89	1	1	1	1.0	3.2784997522830963	3.3192734718322754	2.805387496948242
Arenaviridae	Mammarenavirus	Machupo mammarenavirus	11628	L	nonspecific_min-guides	taxon	NA	1589040757	1589040757	17	16	1	804080.0	544.45	3.201838730514401	88	1	1	1	1.0	3.158781610429287	3.213862657546997	2.8828309774398804
Arenaviridae	Mammarenavirus	Mopeia mammarenavirus	11629	S	nonspecific_min-guides	taxon	NA	1589042692	1589042692	4	4	1	590884.0	496.79	3.47672264890213	120	1	1	1	1.0	3.3708155155181885	3.4972485303878784	2.9915164709091187
Arenaviridae	Mammarenavirus	Tacaribe mammarenavirus	11631	L	nonspecific_min-guides	taxon	NA	1589047065	1589047065	2	2	1	539236.0	54.95	3.201838730514401	88	1	1	1	1.0	3.033544600009918	3.033544600009918	3.033544600009918
Anelloviridae	Gyrovirus	Gyrovirus GyV3	1163715	None	nonspecific_min-guides	taxon	NA	1588953552	1588953552	3	3	1	578404.0	105.66	3.201838730514401	88	1	1	1	1.0	2.9748690923055015	3.0595929622650146	2.8054213523864746
Adenoviridae	Mastadenovirus	Simian adenovirus B	1165908	None	nonspecific_min-guides	taxon	NA	1588799287	1588799287	12	12	1	714048.0	181.59	3.201838730514401	88	1	1	1	1.0	2.951020061969757	2.9685312509536743	2.8744198083877563
Caliciviridae	Vesivirus	Canine calicivirus	1176484	None	nonspecific_min-guides	taxon	NA	1589121056	1589121056	4	4	1	636232.0	940.67	3.201838730514401	88	1	1	1	1.0	3.089934468269348	3.0789344906806946	2.977929949760437
Caliciviridae	Sapovirus	Bat sapovirus TLC58/HK	1185359	None	nonspecific_min-guides	taxon	NA	1589119453	1589119453	1	1	1	536444.0	65.51	3.201838730514401	88	1	1	1	1.0	3.1710070371627808	3.1710070371627808	3.1710070371627808
Adenoviridae	Aviadenovirus	Goose aviadenovirus A	1193420	None	nonspecific_min-guides	taxon	NA	1588711049	1588711049	1	1	1	569584.0	290.50	3.201838730514401	88	1	1	1	1.0	3.1659969687461853	3.1659969687461853	3.1659969687461853
Circoviridae	Circovirus	Canine circovirus	1194757	None	nonspecific_min-guides	taxon	NA	1589141396	1589141396	87	87	1	1498212.0	6740.77	3.214495248781893	89	1	1	1	1.0	3.147066519178193	3.232050597667694	2.7249568700790405
Caliciviridae	Lagovirus	Rabbit hemorrhagic disease virus	11976	None	nonspecific_min-guides	taxon	NA	1589112953	1589112953	85	85	1	1773228.0	44315.48	3.4319801136407997	113	1	1	1	1.0	3.2138458167805393	3.230879545211792	2.997021794319153
Caliciviridae	Vesivirus	Feline calicivirus	11978	None	nonspecific_min-guides	taxon	NA	1589122300	1589122300	46	46	1	1411692.0	5060.83	3.951838730514401	116	2	1	1	1.0	3.2978636428065924	3.366696834564209	3.0749332308769226
Caliciviridae	Norovirus	Norwalk virus	11983	None	nonspecific_min-guides	taxon	NA	1589169661	1589169661	1378	1375	1	6983252.0	43776.97	12.961372512736094	290	5	9	4	0.9876363636363636	3.2110174829309637	3.3112943172454834	3.051726818084717
Anelloviridae	Gyrovirus	Gyrovirus 4	1214955	None	nonspecific_min-guides	taxon	NA	1588953200	1588953200	4	4	1	594604.0	33.95	3.201838730514401	88	1	1	1	1.0	3.0003750324249268	3.0003750324249268	3.0003750324249268
Anelloviridae	Lambdatorquevirus	Torque teno zalophus virus 1	1218490	None	nonspecific_min-guides	taxon	NA	1588958170	1588958170	1	1	1	524316.0	11.08	3.201838730514401	88	1	1	1	1.0	3.2252331972122192	3.2252331972122192	3.2252331972122192
Astroviridae	Avastrovirus	Avastrovirus 3	1239439	None	nonspecific_min-guides	taxon	NA	1589079577	1589079577	2	2	1	566516.0	83.50	3.201838730514401	88	1	1	1	1.0	3.175512820482254	3.018701732158661	3.018701732158661
Astroviridae	Mamastrovirus	Mamastrovirus 1	1239565	None	nonspecific_min-guides	taxon	NA	1589087329	1589087329	33	33	1	1237360.0	9788.20	3.2718657103125848	94	1	1	1	1.0	3.155191477501031	3.1766477823257446	2.8711650371551514
Astroviridae	Mamastrovirus	Mamastrovirus 2	1239566	None	nonspecific_min-guides	taxon	NA	1589092294	1589092294	10	2	1	569172.0	1508.90	4.332729219528654	221	2	1	1	1.0	2.7829671502113342	2.7513346672058105	2.7513346672058105
Astroviridae	Mamastrovirus	Mamastrovirus 3	1239567	None	nonspecific_min-guides	taxon	NA	1589092954	1589092954	6	1	1	533092.0	67.97	3.201838730514401	88	1	1	1	1.0	3.2107824087142944	3.2107824087142944	3.2107824087142944
Astroviridae	Mamastrovirus	Mamastrovirus 4	1239568	None	nonspecific_min-guides	taxon	NA	1589093207	1589093207	2	1	1	529596.0	44.03	3.201838730514401	88	1	1	1	1.0	3.150847613811493	3.150847613811493	3.150847613811493
Astroviridae	Mamastrovirus	Mamastrovirus 5	1239569	None	nonspecific_min-guides	taxon	NA	1589093450	1589093450	2	1	1	528552.0	41.64	3.201838730514401	88	1	1	1	1.0	3.0110983848571777	3.0110983848571777	3.0110983848571777
Astroviridae	Mamastrovirus	Mamastrovirus 7	1239571	None	nonspecific_min-guides	taxon	NA	1589094030	1589094030	1	1	1	533628.0	45.93	3.201838730514401	88	1	1	1	1.0	3.043755531311035	3.043755531311035	3.043755531311035
Astroviridae	Mamastrovirus	Mamastrovirus 9	1239573	None	nonspecific_min-guides	taxon	NA	1589094466	1589094466	4	4	1	583788.0	77.91	3.201838730514401	88	1	1	1	1.0	3.0858830511569977	3.184244394302368	2.7907990217208862
Astroviridae	Mamastrovirus	Mamastrovirus 10	1239574	None	nonspecific_min-guides	taxon	NA	1589087980	1589087980	2	2	1	573092.0	95.34	3.201838730514401	88	1	1	1	1.0	3.258334308862686	3.1711315512657166	3.1711315512657166
Astroviridae	Mamastrovirus	Mamastrovirus 11	1239575	None	nonspecific_min-guides	taxon	NA	1589088998	1589088998	1	1	1	524632.0	45.65	3.201838730514401	88	1	1	1	1.0	2.9866526126861572	2.9866526126861572	2.9866526126861572
Astroviridae	Mamastrovirus	Mamastrovirus 12	1239576	None	nonspecific_min-guides	taxon	NA	1589089465	1589089465	1	1	1	530980.0	46.12	3.201838730514401	88	1	1	1	1.0	2.7905304431915283	2.7905304431915283	2.7905304431915283
Astroviridae	Mamastrovirus	Mamastrovirus 13	1239577	None	nonspecific_min-guides	taxon	NA	1589089706	1589089706	4	4	1	621268.0	1585.72	3.201838730514401	88	1	1	1	1.0	3.111402675509453	3.198641359806061	2.849686622619629
Astroviridae	Mamastrovirus	Mamastrovirus 14	1239578	None	nonspecific_min-guides	taxon	NA	1589090172	1589090172	1	1	1	528212.0	41.48	3.201838730514401	88	1	1	1	1.0	3.266898810863495	3.266898810863495	3.266898810863495
Astroviridae	Mamastrovirus	Mamastrovirus 15	1239579	None	nonspecific_min-guides	taxon	NA	1589090598	1589090598	1	1	1	528588.0	44.15	3.201838730514401	88	1	1	1	1.0	2.8972209692001343	2.8972209692001343	2.8972209692001343
Astroviridae	Mamastrovirus	Mamastrovirus 16	1239580	None	nonspecific_min-guides	taxon	NA	1589091069	1589091069	1	1	1	532764.0	41.94	3.201838730514401	88	1	1	1	1.0	3.249040901660919	3.249040901660919	3.249040901660919
Astroviridae	Mamastrovirus	Mamastrovirus 17	1239581	None	nonspecific_min-guides	taxon	NA	1589091346	1589091346	1	1	1	525556.0	39.41	3.201838730514401	88	1	1	1	1.0	3.204006314277649	3.204006314277649	3.204006314277649
Astroviridae	Mamastrovirus	Mamastrovirus 18	1239582	None	nonspecific_min-guides	taxon	NA	1589091635	1589091635	1	1	1	538960.0	48.04	3.201838730514401	88	1	1	1	1.0	3.3015741109848022	3.3015741109848022	3.3015741109848022
Astroviridae	Mamastrovirus	Mamastrovirus 19	1239583	None	nonspecific_min-guides	taxon	NA	1589092052	1589092052	1	1	1	529868.0	44.63	3.201838730514401	88	1	1	1	1.0	3.2105128169059753	3.2105128169059753	3.2105128169059753
Anelloviridae	Kappatorquevirus	Torque teno sus virus k2b	1239832	None	nonspecific_min-guides	taxon	NA	1588957540	1588957540	5	5	1	620912.0	61.07	3.201838730514401	88	1	1	1	1.0	3.1247359991073607	3.22341650724411	2.7673648595809937
Astroviridae	unknown	Astrovirus VA4	1247113	None	nonspecific_min-guides	taxon	NA	1589074018	1589074018	1	1	1	534116.0	63.20	3.201838730514401	88	1	1	1	1.0	3.1011717915534973	3.1011717915534973	3.1011717915534973
Astroviridae	unknown	Astrovirus MLB3	1247114	None	nonspecific_min-guides	taxon	NA	1589072858	1589072858	1	1	1	537792.0	53.73	3.201838730514401	88	1	1	1	1.0	3.1989669799804688	3.1989669799804688	3.1989669799804688
Astroviridae	Mamastrovirus	Porcine astrovirus 3	1254425	None	nonspecific_min-guides	taxon	NA	1589094965	1589094965	10	10	1	749292.0	1091.36	3.201838730514401	88	1	1	1	1.0	3.3231223821640015	3.3459270000457764	3.1225529313087463
Anelloviridae	Gyrovirus	Chicken anemia virus	12618	None	nonspecific_min-guides	taxon	NA	1588952701	1588952701	231	231	1	1578028.0	257.11	3.201838730514401	88	1	1	1	0.9956709956709957	3.2741195691096316	3.324080467224121	3.0105345845222473
Adenoviridae	Mastadenovirus	Human mastadenovirus A	129875	None	nonspecific_min-guides	taxon	NA	1588746044	1588746044	7	7	1	725616.0	428.55	3.201838730514401	88	1	1	1	1.0	3.223604917526245	3.3168864846229553	2.775715708732605
Adenoviridae	Mastadenovirus	Bovine mastadenovirus B	129950	None	nonspecific_min-guides	taxon	NA	1588734574	1588734574	2	2	1	586060.0	173.71	3.201838730514401	88	1	1	1	1.0	2.9366020560264587	2.728328824043274	2.728328824043274
Adenoviridae	Mastadenovirus	Human mastadenovirus C	129951	None	nonspecific_min-guides	taxon	NA	1588752329	1588752329	60	60	1	915260.0	2028.52	3.201838730514401	88	1	1	1	1.0	3.2170448770125706	3.277429759502411	2.907919764518738
Adenoviridae	Mastadenovirus	Bovine mastadenovirus C	129952	None	nonspecific_min-guides	taxon	NA	1588735601	1588735601	1	1	1	520060.0	8.89	3.201838730514401	88	1	1	1	1.0	2.9836498498916626	2.9836498498916626	2.9836498498916626
Adenoviridae	Mastadenovirus	Bovine mastadenovirus A	129953	None	nonspecific_min-guides	taxon	NA	1588732839	1588732839	1	1	1	560016.0	202.32	3.201838730514401	88	1	1	1	1.0	2.9253525733947754	2.9253525733947754	2.9253525733947754
Adenoviridae	Mastadenovirus	Equine mastadenovirus A	129954	None	nonspecific_min-guides	taxon	NA	1588742439	1588742439	2	2	1	575992.0	126.97	3.201838730514401	88	1	1	1	1.0	3.278267979621887	3.278267979621887	3.278267979621887
Adenoviridae	Mastadenovirus	Equine mastadenovirus B	129955	None	nonspecific_min-guides	taxon	NA	1588743252	1588743252	1	1	1	560620.0	198.17	3.201838730514401	88	1	1	1	1.0	3.2090418934822083	3.2090418934822083	3.2090418934822083
Adenoviridae	Mastadenovirus	Human mastadenovirus E	130308	None	nonspecific_min-guides	taxon	NA	1588764937	1588764937	70	70	1	795632.0	570.02	3.201838730514401	88	1	1	1	1.0	3.0640886570726122	3.2148154377937317	2.7501118183135986
Adenoviridae	Mastadenovirus	Human mastadenovirus F	130309	None	nonspecific_min-guides	taxon	NA	1588769363	1588769363	17	17	1	665680.0	263.80	3.201838730514401	88	1	1	1	1.0	3.1835995702182545	3.2111454010009766	2.9770058393478394
Adenoviridae	Mastadenovirus	Human mastadenovirus D	130310	None	nonspecific_min-guides	taxon	NA	1588758006	1588758006	198	198	1	1226696.0	1156.05	3.201838730514401	88	1	1	1	1.0	3.318121852597805	3.426398813724518	2.860351800918579
Adenoviridae	Atadenovirus	Ovine atadenovirus D	130327	None	nonspecific_min-guides	taxon	NA	1588695677	1588695677	1	1	1	555660.0	54.00	3.201838730514401	88	1	1	1	1.0	2.990315556526184	2.990315556526184	2.990315556526184
Adenoviridae	Atadenovirus	Duck atadenovirus A	130328	None	nonspecific_min-guides	taxon	NA	1588693044	1588693044	6	6	1	598636.0	178.53	3.201838730514401	88	1	1	1	1.0	3.0529115200042725	3.0529115200042725	3.0529115200042725
Adenoviridae	Mastadenovirus	Porcine mastadenovirus B	130370	None	nonspecific_min-guides	taxon	NA	1588784702	1588784702	1	1	1	522924.0	12.28	3.201838730514401	88	1	1	1	1.0	3.332379996776581	3.332379996776581	3.332379996776581
Adenoviridae	Mastadenovirus	Porcine mastadenovirus C	130371	None	nonspecific_min-guides	taxon	NA	1588786252	1588786252	1	1	1	560472.0	178.76	3.201838730514401	88	1	1	1	1.0	2.8702787160873413	2.8702787160873413	2.8702787160873413
Adenoviridae	Atadenovirus	Bovine atadenovirus D	130499	None	nonspecific_min-guides	taxon	NA	1588691940	1588691940	1	1	1	554756.0	75.24	3.201838730514401	88	1	1	1	1.0	2.92790424823761	2.92790424823761	2.92790424823761
Adenoviridae	Atadenovirus	Bovine adenovirus E	130500	None	nonspecific_min-guides	taxon	NA	1588691698	1588691698	1	1	1	554368.0	68.36	3.201838730514401	88	1	1	1	1.0	2.8735244274139404	2.8735244274139404	2.8735244274139404
Circoviridae	Circovirus	Bat circovirus	1329650	None	nonspecific_min-guides	taxon	NA	1589140670	1589140670	1	1	1	525864.0	33.68	3.201838730514401	88	1	1	1	1.0	2.9604358673095703	2.9604358673095703	2.9604358673095703
Circoviridae	Circovirus	Porcine circovirus 1	133704	None	nonspecific_min-guides	taxon	NA	1589147695	1589147695	74	69	1	833332.0	362.70	3.201838730514401	88	1	1	1	1.0	3.054433389850285	3.0545220971107483	3.0545220971107483
Astroviridae	Avastrovirus	Goose astrovirus	1349999	None	nonspecific_min-guides	taxon	NA	1589080945	1589080945	13	2	1	559284.0	71.31	3.201838730514401	88	1	1	1	1.0	3.0634105801582336	3.0634105801582336	3.0634105801582336
Circoviridae	unknown	Fur seal faeces associated circular DNA virus	1353241	None	nonspecific_min-guides	taxon	NA	1589134860	1589134860	3	3	1	598564.0	69.16	3.201838730514401	88	1	1	1	1.0	3.0082966089248657	3.113551914691925	2.797785997390747
Circoviridae	unknown	Circoviridae 1 LDMD-2013	1379692	None	nonspecific_min-guides	taxon	NA	1589129029	1589129029	1	1	1	532248.0	45.20	3.201838730514401	88	1	1	1	1.0	3.1513537764549255	3.1513537764549255	3.1513537764549255
Circoviridae	unknown	Circoviridae 2 LDMD-2013	1379695	None	nonspecific_min-guides	taxon	NA	1589132010	1589132010	1	1	1	533724.0	43.42	3.201838730514401	88	1	1	1	1.0	3.098948895931244	3.098948895931244	3.098948895931244
Circoviridae	unknown	Circoviridae 3 LDMD-2013	1379707	None	nonspecific_min-guides	taxon	NA	1589132496	1589132496	1	1	1	528816.0	34.10	3.201838730514401	88	1	1	1	1.0	3.123356878757477	3.123356878757477	3.123356878757477
Circoviridae	unknown	Circoviridae 6 LDMD-2013	1379710	None	nonspecific_min-guides	taxon	NA	1589132844	1589132844	1	1	1	526484.0	39.44	3.201838730514401	88	1	1	1	1.0	3.1219642162323	3.1219642162323	3.1219642162323
Circoviridae	unknown	Circoviridae 7 LDMD-2013	1379711	None	nonspecific_min-guides	taxon	NA	1589133086	1589133086	1	1	1	532172.0	50.17	3.201838730514401	88	1	1	1	1.0	2.8067010641098022	2.8067010641098022	2.8067010641098022
Circoviridae	unknown	Circoviridae 8 LDMD-2013	1379712	None	nonspecific_min-guides	taxon	NA	1589133330	1589133330	1	1	1	534076.0	42.46	3.201838730514401	88	1	1	1	1.0	2.7593302726745605	2.7593302726745605	2.7593302726745605
Circoviridae	unknown	Circoviridae 9 LDMD-2013	1379713	None	nonspecific_min-guides	taxon	NA	1589133573	1589133573	1	1	1	526216.0	42.01	3.201838730514401	88	1	1	1	1.0	3.094482660293579	3.094482660293579	3.094482660293579
Circoviridae	unknown	Circoviridae 10 LDMD-2013	1379714	None	nonspecific_min-guides	taxon	NA	1589129534	1589129534	1	1	1	526108.0	39.93	3.201838730514401	88	1	1	1	1.0	3.272092580795288	3.272092580795288	3.272092580795288
Circoviridae	unknown	Circoviridae 11 LDMD-2013	1379715	None	nonspecific_min-guides	taxon	NA	1589129828	1589129828	1	1	1	531848.0	45.24	3.201838730514401	88	1	1	1	1.0	3.2490451335906982	3.2490451335906982	3.2490451335906982
Circoviridae	unknown	Circoviridae 13 LDMD-2013	1379717	None	nonspecific_min-guides	taxon	NA	1589130381	1589130381	1	1	1	523400.0	37.80	3.201838730514401	88	1	1	1	1.0	3.208937704563141	3.208937704563141	3.208937704563141
Circoviridae	unknown	Circoviridae 14 LDMD-2013	1379718	None	nonspecific_min-guides	taxon	NA	1589130714	1589130714	1	1	1	535740.0	38.56	3.201838730514401	88	1	1	1	1.0	3.1615508794784546	3.1615508794784546	3.1615508794784546
Circoviridae	unknown	Circoviridae 15 LDMD-2013	1379719	None	nonspecific_min-guides	taxon	NA	1589130974	1589130974	1	1	1	532472.0	37.17	3.201838730514401	88	1	1	1	1.0	3.0195733308792114	3.0195733308792114	3.0195733308792114
Circoviridae	unknown	Circoviridae 16 LDMD-2013	1379720	None	nonspecific_min-guides	taxon	NA	1589131216	1589131216	1	1	1	525320.0	34.51	3.201838730514401	88	1	1	1	1.0	3.135272264480591	3.135272264480591	3.135272264480591
Circoviridae	unknown	Circoviridae 17 LDMD-2013	1379721	None	nonspecific_min-guides	taxon	NA	1589131458	1589131458	2	2	1	523780.0	38.13	3.201838730514401	88	1	1	1	1.0	3.0329591035842896	3.0329591035842896	3.0329591035842896
Circoviridae	unknown	Circoviridae 19 LDMD-2013	1379723	None	nonspecific_min-guides	taxon	NA	1589131750	1589131750	1	1	1	522408.0	28.36	3.201838730514401	88	1	1	1	1.0	3.2877837419509888	3.2877837419509888	3.2877837419509888
Circoviridae	unknown	Circoviridae 21 LDMD-2013	1379725	None	nonspecific_min-guides	taxon	NA	1589132252	1589132252	1	1	1	534732.0	36.06	3.201838730514401	88	1	1	1	1.0	3.385707378387451	3.385707378387451	3.385707378387451
Astroviridae	Mamastrovirus	Feline astrovirus 2	1389204	None	nonspecific_min-guides	taxon	NA	1589086339	1589086339	2	2	1	564948.0	75.82	3.201838730514401	88	1	1	1	1.0	3.2149298787117004	3.0249730348587036	3.0249730348587036
Circoviridae	Circovirus	Pigeon circovirus	1414603	None	nonspecific_min-guides	taxon	NA	1589147358	1589147358	124	124	1	2225744.0	6669.90	3.201838730514401	88	1	1	1	1.0	3.3013140684173954	3.328041136264801	2.9092655181884766
Anelloviridae	Gyrovirus	Gyrovirus Tu243	1415627	None	nonspecific_min-guides	taxon	NA	1588954612	1588954612	1	1	1	523104.0	11.79	3.201838730514401	88	1	1	1	1.0	2.931598424911499	2.931598424911499	2.931598424911499
Anelloviridae	Gyrovirus	Gyrovirus Tu789	1415628	None	nonspecific_min-guides	taxon	NA	1588954854	1588954854	1	1	1	522548.0	11.70	3.201838730514401	88	1	1	1	1.0	3.3449909687042236	3.3449909687042236	3.3449909687042236
Circoviridae	Circovirus	Anguilla anguilla circovirus	1420600	None	nonspecific_min-guides	taxon	NA	1589138011	1589138011	4	4	1	573452.0	65.15	3.201838730514401	88	1	1	1	1.0	3.3280366510152817	3.4024500250816345	3.104796528816223
Circoviridae	Circovirus	Canary circovirus	142661	None	nonspecific_min-guides	taxon	NA	1589141155	1589141155	1	1	1	531492.0	31.59	3.201838730514401	88	1	1	1	1.0	2.8479225635528564	2.8479225635528564	2.8479225635528564
Anelloviridae	unknown	Seal anellovirus 3	1427156	None	nonspecific_min-guides	taxon	NA	1588933463	1588933463	3	3	1	584448.0	113.45	3.201838730514401	88	1	1	1	1.0	3.1462704141934714	3.17054682970047	3.097717583179474
Anelloviridae	unknown	Seal anellovirus 2	1427157	None	nonspecific_min-guides	taxon	NA	1588933186	1588933186	1	1	1	525564.0	18.36	3.201838730514401	88	1	1	1	1.0	2.8464417457580566	2.8464417457580566	2.8464417457580566
Astroviridae	Mamastrovirus	Bovine astrovirus	1435485	None	nonspecific_min-guides	taxon	NA	1589082529	1589082529	14	12	1	838516.0	8982.33	3.532320754236242	130	1	1	1	1.0	3.0234128336111703	3.162019670009613	2.777482271194458
Arenaviridae	Mammarenavirus	Loei River mammarenavirus	1437126	L	nonspecific_min-guides	taxon	NA	1588994021	1588994021	2	2	1	556808.0	21.91	3.201838730514401	88	1	1	1	1.0	3.4803926050662994	3.4647011756896973	3.4647011756896973
Arenaviridae	Mammarenavirus	Allpahuayo mammarenavirus	144752	L	nonspecific_min-guides	taxon	NA	1588972837	1588972837	1	1	1	532744.0	17.30	3.201838730514401	88	1	1	1	1.0	3.200648069381714	3.200648069381714	3.200648069381714
Circoviridae	unknown	Po-Circo-like virus	1454552	None	nonspecific_min-guides	taxon	NA	1589136556	1589136556	2	2	1	565896.0	74.02	3.201838730514401	88	1	1	1	1.0	3.028740257024765	2.9355309009552	2.9355309009552
Circoviridae	Circovirus	Goose circovirus	146032	None	nonspecific_min-guides	taxon	NA	1589144631	1589144631	68	68	1	1153488.0	2463.10	3.201838730514401	88	1	1	1	1.0	3.150981382412069	3.183332860469818	3.0118234753608704
Circoviridae	unknown	Porcine stool-associated circular virus 4	1475062	None	nonspecific_min-guides	taxon	NA	1589137283	1589137283	1	1	1	530824.0	46.20	3.201838730514401	88	1	1	1	1.0	3.0446251034736633	3.0446251034736633	3.0446251034736633
Circoviridae	unknown	Porcine stool-associated circular virus 5	1475063	None	nonspecific_min-guides	taxon	NA	1589137525	1589137525	1	1	1	539060.0	38.76	3.201838730514401	88	1	1	1	1.0	3.227715253829956	3.227715253829956	3.227715253829956
