family	genus	species	taxid	segment	experiment	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_objective_value	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides	mean_cluster_guide_set_frac_bound	mean_cluster_guide_set_expected_activity	mean_cluster_guide_set_median_activity	mean_cluster_guide_set_5th_pctile_activity
Anelloviridae	Gyrovirus	Gyrovirus Tu243	1415627	None	nonspecific_max-activity	taxon	NA	1588954450	1588954450	1	1	1	541636.0	260.43	5.298584198865836	91	1	1	1	1.0	3.537133276462555	3.537133276462555	3.537133276462555
Anelloviridae	Gyrovirus	Gyrovirus Tu789	1415628	None	nonspecific_max-activity	taxon	NA	1588954794	1588954794	1	1	1	541892.0	246.46	5.424783967746046	89	1	1	1	1.0	3.639279216527939	3.639279216527939	3.639279216527939
Circoviridae	Circovirus	Anguilla anguilla circovirus	1420600	None	nonspecific_max-activity	taxon	NA	1589137950	1589137950	4	4	1	582400.0	428.31	5.299427212535983	88	1	1	1	1.0	3.5012659430503845	3.5012659430503845	3.5012659430503845
Circoviridae	Circovirus	Canary circovirus	142661	None	nonspecific_max-activity	taxon	NA	1589141095	1589141095	1	1	1	544856.0	658.62	5.377065800441053	89	1	1	1	1.0	3.591561049222946	3.591561049222946	3.591561049222946
Anelloviridae	unknown	Seal anellovirus 3	1427156	None	nonspecific_max-activity	taxon	NA	1588933402	1588933402	3	3	1	607668.0	193.18	4.932111489229785	104	1	1	1	1.0	3.296969393889109	3.4838079810142517	2.9071000814437866
Anelloviridae	unknown	Seal anellovirus 2	1427157	None	nonspecific_max-activity	taxon	NA	1588933126	1588933126	1	1	1	545444.0	274.21	5.358338059246188	88	1	1	1	1.0	3.5601767897605896	3.5601767897605896	3.5601767897605896
Astroviridae	Mamastrovirus	Bovine astrovirus	1435485	None	nonspecific_max-activity	taxon	NA	1589082456	1589082456	14	12	1	875048.0	1435.36	4.6638743029472645	134	1	1	1	1.0	3.216237644354502	3.2597331404685974	3.147123873233795
Arenaviridae	Mammarenavirus	Loei River mammarenavirus	1437126	L	nonspecific_max-activity	taxon	NA	1588993322	1588993322	2	2	1	585152.0	696.64	5.39917983890846	89	1	1	1	1.0	3.6136750876903534	3.6030502319335938	3.6030502319335938
Arenaviridae	Mammarenavirus	Allpahuayo mammarenavirus	144752	L	nonspecific_max-activity	taxon	NA	1588972776	1588972776	1	1	1	550248.0	494.33	5.419379056751376	88	1	1	1	1.0	3.6212177872657776	3.6212177872657776	3.6212177872657776
Circoviridae	unknown	Po-Circo-like virus	1454552	None	nonspecific_max-activity	taxon	NA	1589136496	1589136496	2	2	1	586260.0	1131.14	5.327853919326907	88	1	1	1	1.0	3.5296926498413086	3.5296926498413086	3.5296926498413086
Circoviridae	Circovirus	Goose circovirus	146032	None	nonspecific_max-activity	taxon	NA	1589144570	1589144570	68	68	1	1231212.0	1057.40	5.165007073962028	89	1	1	1	1.0	3.379502322743921	3.4582654237747192	2.9757081270217896
Circoviridae	unknown	Porcine stool-associated circular virus 4	1475062	None	nonspecific_max-activity	taxon	NA	1589137223	1589137223	1	1	1	548540.0	1264.95	5.373261772406843	89	1	1	1	1.0	3.587757021188736	3.587757021188736	3.587757021188736
Circoviridae	unknown	Porcine stool-associated circular virus 5	1475063	None	nonspecific_max-activity	taxon	NA	1589137465	1589137465	1	1	1	546788.0	463.86	5.34732616072858	88	1	1	1	1.0	3.549164891242981	3.549164891242981	3.549164891242981
Circoviridae	Circovirus	Mink circovirus	1475143	None	nonspecific_max-activity	taxon	NA	1589145950	1589145950	9	9	1	588404.0	803.40	5.277153572698083	88	1	1	1	1.0	3.478992303212484	3.5229692459106445	3.1271767616271973
Caliciviridae	unknown	Goose calicivirus	1493858	None	nonspecific_max-activity	taxon	NA	1589110260	1589110260	3	1	1	558008.0	2655.72	5.393050075828677	88	1	1	1	1.0	3.5948888063430786	3.5948888063430786	3.5948888063430786
Alloherpesviridae	Cyprinivirus	Anguillid herpesvirus 1	150286	None	nonspecific_max-activity	taxon	NA	1588916705	1588916705	2	2	1	999476.0	34653.62	5.436214805900699	88	1	1	1	1.0	3.6380535364151	3.6380535364151	3.6380535364151
Anelloviridae	unknown	Rodent Torque teno virus 2	1514665	None	nonspecific_max-activity	taxon	NA	1588931590	1588931590	3	3	1	601584.0	383.15	5.37840783190086	91	1	1	1	1.0	3.616956909497579	3.619772970676422	3.6113247871398926
Astroviridae	Mamastrovirus	Burkina Faso astrovirus	1518574	None	nonspecific_max-activity	taxon	NA	1589084693	1589084693	1	1	1	553572.0	2087.19	5.3904922319051085	88	1	1	1	1.0	3.59233096241951	3.59233096241951	3.59233096241951
Astroviridae	unknown	Bovine astrovirus CH13	1522059	None	nonspecific_max-activity	taxon	NA	1589076616	1589076616	9	9	1	735284.0	4119.01	5.353925936234739	89	1	1	1	1.0	3.568421185016632	3.568421185016632	3.568421185016632
Circoviridae	Circovirus	Human circovirus VS6600022	1525173	None	nonspecific_max-activity	taxon	NA	1589145640	1589145640	1	1	1	543776.0	900.34	5.389084936439639	88	1	1	1	1.0	3.5909236669540405	3.5909236669540405	3.5909236669540405
Adenoviridae	Aviadenovirus	Duck aviadenovirus B	1534553	None	nonspecific_max-activity	taxon	NA	1588698667	1588698667	2	2	1	644084.0	2707.91	5.423699193013456	89	1	1	1	1.0	3.638194441795349	3.638194441795349	3.638194441795349
Anelloviridae	Betatorquevirus	Torque teno mini virus ALA22	1535290	None	nonspecific_max-activity	taxon	NA	1588947068	1588947068	1	1	1	545584.0	182.03	5.350352101338651	89	1	1	1	1.0	3.5648473501205444	3.5648473501205444	3.5648473501205444
Anelloviridae	Betatorquevirus	Torque teno mini virus ALH8	1535291	None	nonspecific_max-activity	taxon	NA	1588947310	1588947310	1	1	1	541908.0	160.87	5.4112005246278105	88	1	1	1	1.0	3.613039255142212	3.613039255142212	3.613039255142212
Arenaviridae	Mammarenavirus	Gairo mammarenavirus	1535802	L	nonspecific_max-activity	taxon	NA	1588982730	1588982730	1	1	1	551884.0	405.16	5.41570675498212	88	1	1	1	1.0	3.617545485496521	3.617545485496521	3.617545485496521
Caliciviridae	Vesivirus	Mink calicivirus	154122	None	nonspecific_max-activity	taxon	NA	1589123997	1589123997	2	2	1	590624.0	3223.13	5.410349042474872	88	1	1	1	1.0	3.612187772989273	3.6064149737358093	3.6064149737358093
Anelloviridae	unknown	Torque teno Tadarida brasiliensis virus	1543419	None	nonspecific_max-activity	taxon	NA	1588934932	1588934932	1	1	1	540880.0	254.87	5.457528294384128	88	1	1	1	1.0	3.659367024898529	3.659367024898529	3.659367024898529
Arteriviridae	Simartevirus	Mikumi yellow baboon virus 1	1546177	None	nonspecific_max-activity	taxon	NA	1589066676	1589066676	11	11	1	873964.0	3350.77	5.249607645549206	88	1	1	1	1.0	3.451446376063607	3.452245354652405	3.4434565901756287
Arteriviridae	unknown	Southwest baboon virus 1	1546178	None	nonspecific_max-activity	taxon	NA	1589052731	1589052731	4	4	1	649584.0	6788.71	5.347654880344516	88	1	1	1	1.0	3.5494936108589172	3.5454317331314087	3.5454317331314087
Adenoviridae	Aviadenovirus	Pigeon aviadenovirus A	1548417	None	nonspecific_max-activity	taxon	NA	1588711516	1588711516	1	1	1	607944.0	2487.38	5.42710211159065	89	1	1	1	1.0	3.6415973603725433	3.6415973603725433	3.6415973603725433
Anelloviridae	Gyrovirus	Gyrovirus GyV7-SF	1548711	None	nonspecific_max-activity	taxon	NA	1588953779	1588953779	1	1	1	545284.0	284.02	5.372191549598819	88	1	1	1	1.0	3.57403028011322	3.57403028011322	3.57403028011322
Circoviridae	unknown	Circoviridae SFBeef	1548712	None	nonspecific_max-activity	taxon	NA	1589134279	1589134279	1	1	1	539652.0	381.40	5.319140197097903	88	1	1	1	1.0	3.5209789276123047	3.5209789276123047	3.5209789276123047
Bornaviridae	Orthobornavirus	Psittaciform 1 orthobornavirus	1548713	None	nonspecific_max-activity	taxon	NA	1589107661	1589107661	9	9	1	841632.0	2125.81	5.050778931524436	89	1	1	1	1.0	3.2652741803063288	3.3121652603149414	2.9569849967956543
Bornaviridae	Orthobornavirus	Passeriform 1 orthobornavirus	1548720	None	nonspecific_max-activity	taxon	NA	1589106757	1589106757	1	1	1	557644.0	2313.28	5.420548797905093	88	1	1	1	1.0	3.6223875284194946	3.6223875284194946	3.6223875284194946
Bornaviridae	Orthobornavirus	Passeriform 2 orthobornavirus	1548721	None	nonspecific_max-activity	taxon	NA	1589107247	1589107247	1	1	1	550284.0	1508.96	5.361917369378355	89	1	1	1	1.0	3.576412618160248	3.576412618160248	3.576412618160248
Bornaviridae	Orthobornavirus	Waterbird 1 orthobornavirus	1548722	None	nonspecific_max-activity	taxon	NA	1589108437	1589108437	4	4	1	631876.0	2550.19	5.379672251952436	89	1	1	1	1.0	3.5941675007343292	3.612004518508911	3.5406564474105835
Caliciviridae	Vesivirus	San Miguel sea lion virus 8	1564182	None	nonspecific_max-activity	taxon	NA	1589125154	1589125154	2	2	1	578360.0	2800.56	5.386350058329847	89	1	1	1	1.0	3.60084530711174	3.60084530711174	3.60084530711174
Anelloviridae	unknown	Seal anellovirus 4	1566011	None	nonspecific_max-activity	taxon	NA	1588933700	1588933700	1	1	1	541828.0	239.84	5.4178679597970305	88	1	1	1	1.0	3.619706690311432	3.619706690311432	3.619706690311432
Circoviridae	unknown	Dromedary stool-associated circular ssDNA virus	1574422	None	nonspecific_max-activity	taxon	NA	1589134557	1589134557	8	1	1	544820.0	929.12	5.347893716156131	88	1	1	1	1.0	3.5497324466705322	3.5497324466705322	3.5497324466705322
Circoviridae	unknown	Circoviridae LDMD-2013a	1576597	None	nonspecific_max-activity	taxon	NA	1589133756	1589133756	2	2	1	567204.0	616.64	5.407666922866946	88	1	1	1	1.0	3.6095056533813477	3.6095056533813477	3.6095056533813477
Circoviridae	unknown	Circoviridae LDMD-2013b	1576598	None	nonspecific_max-activity	taxon	NA	1589133998	1589133998	2	2	1	564644.0	841.23	5.458848447858935	88	1	1	1	1.0	3.660687178373337	3.660687178373337	3.660687178373337
Arenaviridae	Mammarenavirus	Wenzhou mammarenavirus	1588685	L	nonspecific_max-activity	taxon	NA	1589048216	1589048216	9	6	1	693784.0	1216.30	5.16404419605309	97	1	1	1	1.0	3.466407537460327	3.4466822147369385	3.313248097896576
Caliciviridae	Vesivirus	Vesivirus ferret badger/JX12/China/2012	1615583	None	nonspecific_max-activity	taxon	NA	1589127355	1589127355	1	1	1	559156.0	2513.19	5.402212680637485	88	1	1	1	1.0	3.604051411151886	3.604051411151886	3.604051411151886
Anelloviridae	Alphatorquevirus	Simian torque teno virus 30	1619218	None	nonspecific_max-activity	taxon	NA	1588935778	1588935778	1	1	1	547372.0	413.91	5.359515250980502	88	1	1	1	1.0	3.5613539814949036	3.5613539814949036	3.5613539814949036
Anelloviridae	Alphatorquevirus	Simian torque teno virus 31	1619219	None	nonspecific_max-activity	taxon	NA	1588936019	1588936019	1	1	1	545496.0	301.63	5.389885069191104	88	1	1	1	1.0	3.5917237997055054	3.5917237997055054	3.5917237997055054
Anelloviridae	Alphatorquevirus	Simian torque teno virus 32	1619220	None	nonspecific_max-activity	taxon	NA	1588936323	1588936323	1	1	1	546176.0	342.41	5.371894241630679	88	1	1	1	1.0	3.5737329721450806	3.5737329721450806	3.5737329721450806
Anelloviridae	Alphatorquevirus	Simian torque teno virus 33	1629656	None	nonspecific_max-activity	taxon	NA	1588936667	1588936667	1	1	1	544452.0	395.20	5.412422539054996	88	1	1	1	1.0	3.614261269569397	3.614261269569397	3.614261269569397
Anelloviridae	Alphatorquevirus	Simian torque teno virus 34	1629657	None	nonspecific_max-activity	taxon	NA	1588936909	1588936909	1	1	1	546448.0	372.05	5.369113893568164	88	1	1	1	1.0	3.5709526240825653	3.5709526240825653	3.5709526240825653
Circoviridae	unknown	Apteryx rowi circovirus-like virus	1634476	None	nonspecific_max-activity	taxon	NA	1589127961	1589127961	1	1	1	543976.0	677.70	5.394159467279559	88	1	1	1	1.0	3.5959981977939606	3.5959981977939606	3.5959981977939606
Arenaviridae	Mammarenavirus	Mariental mammarenavirus	1642436	L	nonspecific_max-activity	taxon	NA	1589041180	1589041180	1	1	1	553260.0	1319.66	5.379109017861631	89	1	1	1	1.0	3.593604266643524	3.593604266643524	3.593604266643524
Arenaviridae	Mammarenavirus	Okahandja mammarenavirus	1642458	L	nonspecific_max-activity	taxon	NA	1589043191	1589043191	1	1	1	550176.0	1073.61	5.450311363994723	88	1	1	1	1.0	3.6521500945091248	3.6521500945091248	3.6521500945091248
Arenaviridae	Reptarenavirus	Alethinophid 2 reptarenavirus	1653398	L	nonspecific_max-activity	taxon	NA	1589048943	1589048943	3	3	1	619244.0	1970.85	5.431652547180301	88	1	1	1	1.0	3.633491277694702	3.630147695541382	3.630147695541382
Birnaviridae	Aquabirnavirus	Victorian trout aquabirnavirus	1661392	B	nonspecific_max-activity	taxon	NA	1589101521	1589101521	1	1	1	548380.0	1045.54	5.393775285541659	88	1	1	1	1.0	3.595614016056061	3.595614016056061	3.595614016056061
Astroviridae	Mamastrovirus	Dromedary astrovirus	1662272	None	nonspecific_max-activity	taxon	NA	1589085761	1589085761	4	4	1	638272.0	2214.43	5.302365170180446	88	1	1	1	1.0	3.504203900694847	3.5046427845954895	3.50288724899292
Anelloviridae	Gyrovirus	Gyrovirus GyV8	1670973	None	nonspecific_max-activity	taxon	NA	1588954126	1588954126	1	1	1	540980.0	245.62	5.392393105042722	89	1	1	1	1.0	3.6068883538246155	3.6068883538246155	3.6068883538246155
Astroviridae	unknown	Astrovirus Er/SZAL6/HUN/2011	1671382	None	nonspecific_max-activity	taxon	NA	1589071362	1589071362	1	1	1	555292.0	2589.14	5.390669704734927	88	1	1	1	1.0	3.5925084352493286	3.5925084352493286	3.5925084352493286
Anelloviridae	Mutorquevirus	Torque teno equus virus 1	1673633	None	nonspecific_max-activity	taxon	NA	1588958515	1588958515	1	1	1	544288.0	214.97	5.353997857629901	88	1	1	1	1.0	3.5558365881443024	3.5558365881443024	3.5558365881443024
Circoviridae	unknown	Chimpanzee faeces associated circular DNA virus 1	1676184	None	nonspecific_max-activity	taxon	NA	1589128303	1589128303	1	1	1	546620.0	1399.73	5.382996709406024	88	1	1	1	1.0	3.5848354399204254	3.5848354399204254	3.5848354399204254
Bornaviridae	Orthobornavirus	Mammalian 1 orthobornavirus	1714619	None	nonspecific_max-activity	taxon	NA	1589105747	1589105747	33	33	1	866308.0	7066.41	5.3919775685523685	89	1	1	1	1.0	3.6064728173342617	3.619205594062805	3.597466826438904
Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus	1721090	A	nonspecific_max-activity	taxon	NA	1589099865	1589099865	14	14	1	670188.0	1577.43	5.358645725773804	89	1	1	1	1.0	3.5731409745556966	3.5739415884017944	3.562732994556427
Anelloviridae	unknown	Gorilla anellovirus	1743411	None	nonspecific_max-activity	taxon	NA	1588930705	1588930705	1	1	1	543816.0	210.80	5.371985198318606	88	1	1	1	1.0	3.573823928833008	3.573823928833008	3.573823928833008
Alloherpesviridae	Cyprinivirus	Cyprinid herpesvirus 3	180230	None	nonspecific_max-activity	taxon	NA	1588917429	1588917429	21	21	1	1115160.0	32200.97	5.415123940765506	88	1	1	1	1.0	3.6169626712799072	3.6169626712799072	3.6169626712799072
Arteriviridae	unknown	Rodent arterivirus	1806636	None	nonspecific_max-activity	taxon	NA	1589052486	1589052486	1	1	1	571480.0	4874.65	5.378835321724063	88	1	1	1	1.0	3.5806740522384644	3.5806740522384644	3.5806740522384644
Caliciviridae	Nebovirus	Bovine calicivirus strain Kirklareli	1812179	None	nonspecific_max-activity	taxon	NA	1589114376	1589114376	1	1	1	552488.0	2275.14	5.347319991647845	88	1	1	1	1.0	3.5491587221622467	3.5491587221622467	3.5491587221622467
Arteriviridae	Simartevirus	Kafue kinda chacma baboon virus	1823757	None	nonspecific_max-activity	taxon	NA	1589066299	1589066299	2	2	1	570384.0	5078.55	5.40352207547391	88	1	1	1	1.0	3.6053608059883118	3.6053608059883118	3.6053608059883118
Anelloviridae	Betatorquevirus	Torque teno mini virus 18	1859149	None	nonspecific_max-activity	taxon	NA	1588944888	1588944888	1	1	1	541976.0	151.44	5.3672997964021025	88	1	1	1	1.0	3.569138526916504	3.569138526916504	3.569138526916504
Circoviridae	Circovirus	Bat associated circovirus 1	1868218	None	nonspecific_max-activity	taxon	NA	1589138434	1589138434	1	1	1	545432.0	620.08	5.347913028061038	88	1	1	1	1.0	3.5497517585754395	3.5497517585754395	3.5497517585754395
Circoviridae	Circovirus	Bat associated circovirus 2	1868219	None	nonspecific_max-activity	taxon	NA	1589138675	1589138675	1	1	1	543080.0	694.30	5.381138377202299	89	1	1	1	1.0	3.595633625984192	3.595633625984192	3.595633625984192
Circoviridae	Circovirus	Bat associated circovirus 3	1868220	None	nonspecific_max-activity	taxon	NA	1589138917	1589138917	1	1	1	546096.0	597.69	5.301395826352384	89	1	1	1	1.0	3.5158910751342773	3.5158910751342773	3.5158910751342773
Circoviridae	Circovirus	Porcine circovirus 3	1868221	None	nonspecific_max-activity	taxon	NA	1589148140	1589148140	407	407	1	1960616.0	4752.17	5.3621520892029695	90	1	1	1	1.0	3.588874738105099	3.6210996508598328	3.430053412914276
Bornaviridae	Orthobornavirus	Elapid 1 orthobornavirus	1881950	None	nonspecific_max-activity	taxon	NA	1589104715	1589104715	1	1	1	558380.0	2497.66	5.382379652320987	88	1	1	1	1.0	3.584218382835388	3.584218382835388	3.584218382835388
Bornaviridae	Orthobornavirus	Psittaciform 2 orthobornavirus	1884878	None	nonspecific_max-activity	taxon	NA	1589108039	1589108039	4	4	1	638228.0	3148.72	5.312788643253591	89	1	1	1	1.0	3.5272838920354843	3.5295073986053467	3.520613372325897
Bornaviridae	Orthobornavirus	Mammalian 2 orthobornavirus	1897087	None	nonspecific_max-activity	taxon	NA	1589106139	1589106139	21	21	1	652552.0	2980.06	5.3897380161412025	89	1	1	1	1.0	3.6042332649230957	3.604226768016815	3.604226768016815
Adenoviridae	Aviadenovirus	Fowl aviadenovirus A	190061	None	nonspecific_max-activity	taxon	NA	1588700839	1588700839	5	5	1	703736.0	4065.52	5.38728273040021	88	1	1	1	1.0	3.589121460914612	3.589121460914612	3.589121460914612
Adenoviridae	Aviadenovirus	Fowl aviadenovirus B	190062	None	nonspecific_max-activity	taxon	NA	1588701805	1588701805	1	1	1	620892.0	3652.63	5.416438989651945	89	1	1	1	1.0	3.630934238433838	3.630934238433838	3.630934238433838
Adenoviridae	Aviadenovirus	Fowl aviadenovirus C	190063	None	nonspecific_max-activity	taxon	NA	1588704731	1588704731	38	37	1	731892.0	5005.77	5.388884977354845	88	1	1	1	1.0	3.590723707869246	3.590667188167572	3.590667188167572
Adenoviridae	Aviadenovirus	Fowl aviadenovirus D	190064	None	nonspecific_max-activity	taxon	NA	1588705464	1588705464	12	12	1	737724.0	3064.23	5.403716846068349	88	1	1	1	1.0	3.60555557658275	3.60540834069252	3.60540834069252
Adenoviridae	Aviadenovirus	Fowl aviadenovirus E	190065	None	nonspecific_max-activity	taxon	NA	1588708533	1588708533	9	9	1	768412.0	3096.98	5.335154057800418	88	1	1	1	1.0	3.5369927883148193	3.5369927883148193	3.5369927883148193
Caliciviridae	Norovirus	Primate norovirus	1903318	None	nonspecific_max-activity	taxon	NA	1589117067	1589117067	1	1	1	554744.0	2450.43	5.419917167484408	88	1	1	1	1.0	3.62175589799881	3.62175589799881	3.62175589799881
Astroviridae	unknown	Bastrovirus-like_virus/VietNam/Bat/17819_21	1906170	None	nonspecific_max-activity	taxon	NA	1589075587	1589075587	1	1	1	552252.0	1992.78	5.374311209976321	88	1	1	1	1.0	3.5761499404907227	3.5761499404907227	3.5761499404907227
Astroviridae	unknown	Bastrovirus/VietNam/Porcine/17489_85	1906173	None	nonspecific_max-activity	taxon	NA	1589076355	1589076355	1	1	1	550912.0	2383.92	5.360056997596866	88	1	1	1	1.0	3.561895728111267	3.561895728111267	3.561895728111267
Arenaviridae	Mammarenavirus	Lunk mammarenavirus	1912901	S	nonspecific_max-activity	taxon	NA	1588998964	1588998964	1	1	1	546452.0	377.75	5.397585691272861	88	1	1	1	1.0	3.599424421787262	3.599424421787262	3.599424421787262
Astroviridae	Mamastrovirus	Rodent astrovirus	1914442	None	nonspecific_max-activity	taxon	NA	1589097107	1589097107	1	1	1	554800.0	2336.74	5.355634750187045	88	1	1	1	1.0	3.5574734807014465	3.5574734807014465	3.5574734807014465
Arenaviridae	Mammarenavirus	Bear Canyon mammarenavirus	192848	L	nonspecific_max-activity	taxon	NA	1588976310	1588976310	2	1	1	554328.0	362.96	5.378704391730573	89	1	1	1	1.0	3.5931996405124664	3.5931996405124664	3.5931996405124664
Caliciviridae	unknown	Fathead minnow calicivirus	1949201	None	nonspecific_max-activity	taxon	NA	1589109437	1589109437	1	1	1	553296.0	2546.97	5.391933800041324	88	1	1	1	1.0	3.593772530555725	3.593772530555725	3.593772530555725
Circoviridae	Circovirus	European catfish circovirus	1959744	None	nonspecific_max-activity	taxon	NA	1589142304	1589142304	2	2	1	561816.0	731.59	5.372797005189207	89	1	1	1	1.0	3.5872922539711	3.5872922539711	3.5872922539711
Circoviridae	Circovirus	Chimpanzee associated circovirus 1	1959759	None	nonspecific_max-activity	taxon	NA	1589141578	1589141578	1	1	1	545808.0	665.67	5.401661486684924	88	1	1	1	1.0	3.6035002171993256	3.6035002171993256	3.6035002171993256
