family	genus	species	taxid	segment	refseqs	neighbor-count
Hepeviridae	Orthohepevirus	Orthohepevirus B	1678144	None	NC_023425	9
Hepeviridae	Orthohepevirus	Orthohepevirus C	1678145	None	NC_038504	14
Hepeviridae	Orthohepevirus	Orthohepevirus D	1678146	None	NC_018382	2
Hepeviridae	Piscihepevirus	Piscihepevirus A	1678147	None	NC_015521	2
Herpesviridae	unknown	Caviid betaherpesvirus 2	33706	None	NC_020231	3
Herpesviridae	unknown	Chelonid alphaherpesvirus 6	702738	None	NC_043053	1
Herpesviridae	unknown	Eptesicus fuscus gammaherpesvirus	2035399	None	NC_040615	1
Herpesviridae	unknown	Equid gammaherpesvirus 7	291612	None	NC_043061	1
Herpesviridae	unknown	Felis catus gammaherpesvirus 1	1452540	None	NC_028099	1
Herpesviridae	unknown	Myotis gammaherpesvirus 8	1780507	None	NC_029255	1
Herpesviridae	unknown	Phocid gammaherpesvirus 2	47419	None	NC_043062	1
Herpesviridae	unknown	Rhinolophus gammaherpesvirus 1	2054179	None	NC_040539	1
Herpesviridae	unknown	Tupaiid betaherpesvirus 1	10397	None	NC_002794	1
Herpesviridae	Cytomegalovirus	Aotine betaherpesvirus 1	50290	None	NC_016447	1
Herpesviridae	Cytomegalovirus	Cebine betaherpesvirus 1	1125844	None	NC_038260	1
Herpesviridae	Cytomegalovirus	Cercopithecine betaherpesvirus 5	50292	None	NC_027016	3
Herpesviridae	Cytomegalovirus	Cynomolgus cytomegalovirus	1919083	None	NC_033176	4
Herpesviridae	Cytomegalovirus	Human betaherpesvirus 5	10359	None	NC_006273	309
Herpesviridae	Cytomegalovirus	Macacine betaherpesvirus 3	47929	None	NC_006150	17
Herpesviridae	Cytomegalovirus	Panine betaherpesvirus 2	188763	None	NC_003521	1
Herpesviridae	Cytomegalovirus	Saimiriine betaherpesvirus 4	1535247	None	NC_016448	1
Herpesviridae	Iltovirus	Gallid alphaherpesvirus 1	10386	None	NC_006623	50
Herpesviridae	Iltovirus	Psittacid alphaherpesvirus 1	50294	None	NC_005264	1
Herpesviridae	Lymphocryptovirus	Callitrichine gammaherpesvirus 3	106331	None	NC_004367	1
Herpesviridae	Lymphocryptovirus	Gorilline gammaherpesvirus 1	159604	None	NC_038937	1
Herpesviridae	Lymphocryptovirus	Human gammaherpesvirus 4	10376	None	NC_007605,NC_009334,NC_007605	645
Herpesviridae	Lymphocryptovirus	Macacine gammaherpesvirus 4	45455	None	NC_006146	1
Herpesviridae	Lymphocryptovirus	Panine gammaherpesvirus 1	159602	None	NC_038859	1
Herpesviridae	Lymphocryptovirus	Papiine gammaherpesvirus 1	106332	None	NC_043058	1
Herpesviridae	Lymphocryptovirus	Pongine gammaherpesvirus 2	159603	None	NC_038860	1
Herpesviridae	Macavirus	Alcelaphine gammaherpesvirus 1	35252	None	NC_002531	3
Herpesviridae	Macavirus	Alcelaphine gammaherpesvirus 2	138184	None	NC_024382	1
Herpesviridae	Macavirus	Bovine gammaherpesvirus 6	1504288	None	NC_024303	1
Herpesviridae	Macavirus	Caprine gammaherpesvirus 2	135102	None	NC_043059	1
Herpesviridae	Macavirus	Hippotragine gammaherpesvirus 1	333341	None	NC_043060	1
Herpesviridae	Macavirus	Ovine gammaherpesvirus 2	10398	None	NC_007646	2
Herpesviridae	Macavirus	Suid gammaherpesvirus 3	1960249	None	NC_038264	1
Herpesviridae	Macavirus	Suid gammaherpesvirus 4	1960250	None	NC_038265	1
Herpesviridae	Mardivirus	Anatid alphaherpesvirus 1	104388	None	NC_013036	8
Herpesviridae	Mardivirus	Columbid alphaherpesvirus 1	93386	None	NC_034266,NC_024450,NC_024450,NC_034266	2
Herpesviridae	Mardivirus	Gallid alphaherpesvirus 2	10390	None	NC_002229	32
Herpesviridae	Mardivirus	Gallid alphaherpesvirus 3	35250	None	NC_002577	2
Herpesviridae	Mardivirus	Meleagrid alphaherpesvirus 1	37108	None	NC_002641	2
Herpesviridae	Mardivirus	Sphenicid alphaherpesvirus 1	2169402	None	NC_033464	2
Herpesviridae	Muromegalovirus	Murid betaherpesvirus 1	10366	None	NC_004065	17
Herpesviridae	Muromegalovirus	Murid betaherpesvirus 2	28304	None	NC_002512	1
Herpesviridae	Muromegalovirus	Murid betaherpesvirus 8	1261657	None	NC_019559	3
Herpesviridae	Percavirus	Equid gammaherpesvirus 2	12657	None	NC_001650	2
Herpesviridae	Percavirus	Equid gammaherpesvirus 5	10371	None	NC_026421	2
Herpesviridae	Percavirus	Mustelid gammaherpesvirus 1	311179	None	NC_038266	1
Herpesviridae	Proboscivirus	Elephant endotheliotropic herpesvirus 4	548914	None	NC_028379	1
Herpesviridae	Proboscivirus	Elephant endotheliotropic herpesvirus 5	768738	None	NC_024696	1
Herpesviridae	Proboscivirus	Elephantid betaherpesvirus 1	146015	None	NC_020474	4
Herpesviridae	Rhadinovirus	Ateline gammaherpesvirus 2	10380	None	NC_038267	1
Herpesviridae	Rhadinovirus	Ateline gammaherpesvirus 3	85618	None	NC_001987	1
Herpesviridae	Rhadinovirus	Bovine gammaherpesvirus 4	10385	None	NC_002665	3
Herpesviridae	Rhadinovirus	Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota	2022783	None	NC_035117	1
Herpesviridae	Rhadinovirus	Cricetid gammaherpesvirus 2	1605972	None	NC_015049	2
Herpesviridae	Rhadinovirus	Human gammaherpesvirus 8	37296	None	NC_009333	28
Herpesviridae	Rhadinovirus	Macacine gammaherpesvirus 5	154334	None	NC_003401	8
Herpesviridae	Rhadinovirus	Murid gammaherpesvirus 4	33708	None	NC_001826	3
Herpesviridae	Rhadinovirus	Saimiriine gammaherpesvirus 2	10381	None	NC_001350	2
Herpesviridae	Roseolovirus	Human betaherpesvirus 6A	32603	None	NC_001664	7
Herpesviridae	Roseolovirus	Human betaherpesvirus 6B	32604	None	NC_000898	4
Herpesviridae	Roseolovirus	Human betaherpesvirus 7	10372	None	NC_001716	3
Herpesviridae	Roseolovirus	Macaca nemestrina herpesvirus 7	1846169	None	NC_030200	1
Herpesviridae	Roseolovirus	Murine roseolovirus	1940555	None	NC_033620	1
Herpesviridae	Roseolovirus	Suid betaherpesvirus 2	1608255	None	NC_022233	1
Herpesviridae	Scutavirus	Chelonid alphaherpesvirus 5	702736	None	NC_028891	1
Herpesviridae	Scutavirus	Testudinid herpesvirus 3	1561226	None	NC_027916	4
Herpesviridae	Simplexvirus	Ateline alphaherpesvirus 1	35243	None	NC_034446	1
Herpesviridae	Simplexvirus	Bovine alphaherpesvirus 2	10295	None	NC_043048	1
Herpesviridae	Simplexvirus	Cercopithecine alphaherpesvirus 2	10317	None	NC_006560	1
Herpesviridae	Simplexvirus	Fruit bat alphaherpesvirus 1	1343901	None	NC_024306	1
Herpesviridae	Simplexvirus	Human alphaherpesvirus 1	10298	None	NC_001806	64
Herpesviridae	Simplexvirus	Human alphaherpesvirus 2	10310	None	NC_001798	64
Herpesviridae	Simplexvirus	Leporid alphaherpesvirus 4	481315	None	NC_029311	1
Herpesviridae	Simplexvirus	Macacine alphaherpesvirus 1	10325	None	NC_004812	20
Herpesviridae	Simplexvirus	Macropodid alphaherpesvirus 1	137443	None	NC_029132	1
Herpesviridae	Simplexvirus	Panine alphaherpesvirus 3	2003507	None	NC_023677	1
Herpesviridae	Simplexvirus	Papiine alphaherpesvirus 2	340907	None	NC_007653	7
Herpesviridae	Simplexvirus	Saimiriine alphaherpesvirus 1	10353	None	NC_014567	1
Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 1	10320	None	NC_001847	27
Herpesviridae	Varicellovirus	Bovine alphaherpesvirus 5	35244	None	NC_005261	3
Herpesviridae	Varicellovirus	Bubaline alphaherpesvirus 1	202910	None	NC_043054	1
Herpesviridae	Varicellovirus	Canid alphaherpesvirus 1	170325	None	NC_030117	5
Herpesviridae	Varicellovirus	Caprine alphaherpesvirus 1	39944	None	NC_043055	2
Herpesviridae	Varicellovirus	Cercopithecine alphaherpesvirus 9	35246	None	NC_002686	2
Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 1	79891	None	NC_043056	2
Herpesviridae	Varicellovirus	Cervid alphaherpesvirus 2	365327	None	NC_043057	2
Herpesviridae	Varicellovirus	Equid alphaherpesvirus 1	10326	None	NC_001491	37
Herpesviridae	Varicellovirus	Equid alphaherpesvirus 3	80341	None	NC_024771	2
Herpesviridae	Varicellovirus	Equid alphaherpesvirus 4	10331	None	NC_001844	23
Herpesviridae	Varicellovirus	Equid alphaherpesvirus 8	39637	None	NC_017826	5
Herpesviridae	Varicellovirus	Equid alphaherpesvirus 9	55744	None	NC_011644	1
Herpesviridae	Varicellovirus	Felid alphaherpesvirus 1	10334	None	NC_013590	53
Herpesviridae	Varicellovirus	Human alphaherpesvirus 3	10335	None	NC_001348	127
Herpesviridae	Varicellovirus	Phocid alphaherpesvirus 1	47418	None	NC_043410	1
Herpesviridae	Varicellovirus	Suid alphaherpesvirus 1	10345	None	NC_006151	30
Husavirus	unknown	Husa-like virus KS-2016a	1884450	None	NC_030745	3
Husavirus	unknown	Husavirus sp.	1930509	None	NC_032480	3
Iridoviridae	unknown	Cod iridovirus	1887316	None	NC_030842	2
Iridoviridae	Lymphocystivirus	Lymphocystis disease virus - isolate China	256729	None	NC_005902	1
Iridoviridae	Lymphocystivirus	Lymphocystis disease virus 1	36363	None	NC_001824	1
Iridoviridae	Lymphocystivirus	Lymphocystis disease virus Sa	1898060	None	NC_033423	1
Iridoviridae	Megalocytivirus	Infectious spleen and kidney necrosis virus	180170	None	NC_003494	7
Iridoviridae	Megalocytivirus	Scale drop disease virus	1697349	None	NC_027778	1
Iridoviridae	Ranavirus	Ambystoma tigrinum virus	265294	None	NC_005832	15
Iridoviridae	Ranavirus	Bohle iridovirus	100220	None	NC_038507	1
Iridoviridae	Ranavirus	Common midwife toad virus	540070	None	NC_039034	17
Iridoviridae	Ranavirus	Epizootic haematopoietic necrosis virus	100217	None	NC_028461	1
Iridoviridae	Ranavirus	European catfish virus	84739	None	NC_017940	2
Iridoviridae	Ranavirus	Frog virus 3	10493	None	NC_005946	16
Iridoviridae	Ranavirus	Santee-Cooper ranavirus	198068	None	NC_038508	5
Iridoviridae	Ranavirus	Short-finned eel ranavirus	638660	None	NC_030394	1
Iridoviridae	Ranavirus	Singapore grouper iridovirus	262968	None	NC_006549	2
Nairoviridae	Orthonairovirus	Burana orthonairovirus	1980518	L	NC_031284	2
Nairoviridae	Orthonairovirus	Burana orthonairovirus	1980518	M	NC_031285	2
Nairoviridae	Orthonairovirus	Burana orthonairovirus	1980518	S	NC_031286	2
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	M	NC_005300	145
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	L	NC_005301	125
Nairoviridae	Orthonairovirus	Crimean-Congo hemorrhagic fever orthonairovirus	1980519	S	NC_005302	178
Nairoviridae	Orthonairovirus	Dera Ghazi Khan orthonairovirus	1980520	M	NC_034510	2
Nairoviridae	Orthonairovirus	Dera Ghazi Khan orthonairovirus	1980520	L	NC_034520	3
Nairoviridae	Orthonairovirus	Dera Ghazi Khan orthonairovirus	1980520	S	NC_034521	2
Nairoviridae	Orthonairovirus	Dugbe orthonairovirus	1980521	S	NC_004157	7
Nairoviridae	Orthonairovirus	Dugbe orthonairovirus	1980521	M	NC_004158	1
Nairoviridae	Orthonairovirus	Dugbe orthonairovirus	1980521	L	NC_004159	1
Nairoviridae	Orthonairovirus	Hazara orthonairovirus	1980522	L	NC_038709	2
Nairoviridae	Orthonairovirus	Hazara orthonairovirus	1980522	M	NC_038710	2
Nairoviridae	Orthonairovirus	Hazara orthonairovirus	1980522	S	NC_038711	3
Nairoviridae	Orthonairovirus	Hughes orthonairovirus	1980523	M	NC_034494	5
Nairoviridae	Orthonairovirus	Hughes orthonairovirus	1980523	L	NC_034502	7
Nairoviridae	Orthonairovirus	Hughes orthonairovirus	1980523	S	NC_034503	4
Nairoviridae	Orthonairovirus	Kasokero orthonairovirus	1980524	S	NC_029932	1
Nairoviridae	Orthonairovirus	Kasokero orthonairovirus	1980524	M	NC_029933	1
Nairoviridae	Orthonairovirus	Kasokero orthonairovirus	1980524	L	NC_036636	1
Nairoviridae	Orthonairovirus	Keterah orthonairovirus	1980525	M	NC_034388	1
Nairoviridae	Orthonairovirus	Keterah orthonairovirus	1980525	S	NC_034389	1
Nairoviridae	Orthonairovirus	Keterah orthonairovirus	1980525	L	NC_034392	1
Nairoviridae	Orthonairovirus	Leopards Hill virus	1381104	L	NC_025831	3
Nairoviridae	Orthonairovirus	Leopards Hill virus	1381104	M	NC_025832	2
Nairoviridae	Orthonairovirus	Leopards Hill virus	1381104	S	NC_025833	3
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	S	NC_034386	19
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	L	NC_034387	6
Nairoviridae	Orthonairovirus	Nairobi sheep disease orthonairovirus	1980526	M	NC_034391	4
Nairoviridae	Orthonairovirus	Qalyub orthonairovirus	1980527	L	NC_034511	2
Nairoviridae	Orthonairovirus	Qalyub orthonairovirus	1980527	S	NC_034512	1
Nairoviridae	Orthonairovirus	Qalyub orthonairovirus	1980527	M	NC_034522	1
Nairoviridae	Orthonairovirus	Sakhalin orthonairovirus	1980528	M	NC_034554	2
Nairoviridae	Orthonairovirus	Sakhalin orthonairovirus	1980528	L	NC_034561	4
Nairoviridae	Orthonairovirus	Sakhalin orthonairovirus	1980528	S	NC_034562	4
Nairoviridae	Orthonairovirus	Thiafora orthonairovirus	1980529	L	NC_039220	2
Nairoviridae	Orthonairovirus	Thiafora orthonairovirus	1980529	M	NC_039221	2
Nairoviridae	Orthonairovirus	Thiafora orthonairovirus	1980529	S	NC_039222	2
Nairoviridae	Orthonairovirus	Tofla virus	1615758	S	NC_029122	2
Nairoviridae	Orthonairovirus	Tofla virus	1615758	M	NC_029123	2
Nairoviridae	Orthonairovirus	Tofla virus	1615758	L	NC_029124	2
Nairoviridae	Orthonairovirus	Yogue virus	1712572	L	NC_029931	1
Nairoviridae	Orthonairovirus	Yogue virus	1712572	M	NC_029935	1
Nairoviridae	Orthonairovirus	Yogue virus	1712572	S	NC_029936	1
Nodaviridae	Alphanodavirus	Boolarra virus	12286	RNA 1	NC_004142	1
Nodaviridae	Alphanodavirus	Boolarra virus	12286	RNA 2	NC_004145	1
Nodaviridae	Alphanodavirus	Nodamura virus	12288	RNA 1	NC_002690	1
Nodaviridae	Alphanodavirus	Nodamura virus	12288	RNA 2	NC_002691	2
Nodaviridae	Betanodavirus	Barfin flounder nervous necrosis virus	43761	RNA 1	NC_013458	2
Nodaviridae	Betanodavirus	Barfin flounder nervous necrosis virus	43761	RNA 2	NC_013459	2
Nodaviridae	Betanodavirus	Redspotted grouper nervous necrosis virus	43763	RNA 1	NC_008040	24
Nodaviridae	Betanodavirus	Redspotted grouper nervous necrosis virus	43763	RNA 2	NC_008041	46
Nodaviridae	Betanodavirus	Senegalese sole Iberian betanodavirus	683176	1	NC_024492	3
Nodaviridae	Betanodavirus	Senegalese sole Iberian betanodavirus	683176	2	NC_024493	3
Nodaviridae	Betanodavirus	Striped jack nervous necrosis virus	35297	RNA 1	NC_003448	3
Nodaviridae	Betanodavirus	Striped jack nervous necrosis virus	35297	RNA 2	NC_003449	3
Nodaviridae	Betanodavirus	Tiger puffer nervous necrosis virus	43764	RNA 1	NC_013460	1
Nodaviridae	Betanodavirus	Tiger puffer nervous necrosis virus	43764	RNA 2	NC_013461	1
Nyamiviridae	Nyavirus	Midway nyavirus	644609	None	NC_012702	1
Nyamiviridae	Nyavirus	Nyamanini nyavirus	644610	None	NC_012703	1
Orthomyxoviridae	Alphainfluenzavirus	Influenza A virus	11320	2	NC_026435,NC_002021,NC_007375,NC_026423,NC_007372	NA
Orthomyxoviridae	Betainfluenzavirus	Influenza B virus	11520	1	NC_002204,MG925358,MT314615	NA
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	2	NC_036615	18
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	1	NC_036616	19
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	5	NC_036617	10
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	4	NC_036618	20
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	3	NC_036619	10
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	6	NC_036620	10
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	7	NC_036621	19
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	4	NC_006310	1
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	2	NC_006308	1
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	6	NC_006312	1
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	3	NC_006309	1
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	1	NC_006307	1
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	5	NC_006311	1
Orthomyxoviridae	Gammainfluenzavirus	Influenza C virus	11552	7	NC_006306	2
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	8	NC_006497	43
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	7	NC_006498	48
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	6	NC_006499	109
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	5	NC_006500	120
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	4	NC_006501	116
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	3	NC_006502	124
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	2	NC_006503	40
Orthomyxoviridae	Isavirus	Salmon isavirus	55987	1	NC_006505	45
Orthomyxoviridae	Quaranjavirus	Wellfleet Bay virus	1566309	4	NC_025793	1
Orthomyxoviridae	Quaranjavirus	Wellfleet Bay virus	1566309	7	NC_025794	1
Orthomyxoviridae	Quaranjavirus	Wellfleet Bay virus	1566309	1	NC_025795	1
Orthomyxoviridae	Quaranjavirus	Wellfleet Bay virus	1566309	2	NC_025796	1
Orthomyxoviridae	Quaranjavirus	Wellfleet Bay virus	1566309	3	NC_025797	1
Orthomyxoviridae	Quaranjavirus	Wellfleet Bay virus	1566309	5	NC_025798	1
Orthomyxoviridae	Quaranjavirus	Wellfleet Bay virus	1566309	6	NC_025799	1
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	2	NC_034254	2
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	3	NC_034255	2
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	5	NC_034256	2
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	1	NC_034261	2
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	4	NC_034262	2
Orthomyxoviridae	Thogotovirus	Dhori thogotovirus	11318	6	NC_034263	2
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	2	NC_006495	2
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	3	NC_006496	3
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	6	NC_006504	5
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	4	NC_006506	2
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	5	NC_006507	2
Orthomyxoviridae	Thogotovirus	Thogoto thogotovirus	11569	1	NC_006508	2
Papillomaviridae	unknown	Bandicoot papillomatosis carcinomatosis virus type 1	479058	None	NC_010107	1
Papillomaviridae	unknown	Bandicoot papillomatosis carcinomatosis virus type 2	500654	None	NC_010817	1
Papillomaviridae	unknown	Bos taurus papillomavirus 13	1887213	None	NC_030795	1
Papillomaviridae	unknown	Bos taurus papillomavirus 16	1887214	None	NC_030796	1
Papillomaviridae	unknown	Bos taurus papillomavirus 20	1887218	None	NC_030800	1
Papillomaviridae	unknown	Bovine papillomavirus	10571	None	NC_035208	2
Papillomaviridae	unknown	Erethizon dorsatum papillomavirus 2	2268125	None	NC_040580	1
Papillomaviridae	unknown	Felis catus papillomavirus type 5	2025339	None	NC_035479	1
Papillomaviridae	unknown	Human papillomavirus	10566	None	NC_027779	15
Papillomaviridae	unknown	Human papillomavirus type 85	652810	None	NC_034616	1
Papillomaviridae	unknown	Leptonychotes weddellii papillomavirus 1	2077302	None	NC_037061	1
Papillomaviridae	unknown	Leptonychotes weddellii papillomavirus 2	2077303	None	NC_037067	1
Papillomaviridae	unknown	Leptonychotes weddellii papillomavirus 3	2077304	None	NC_037069	1
Papillomaviridae	unknown	Leptonychotes weddellii papillomavirus 4	2077305	None	NC_037064	1
Papillomaviridae	unknown	Leptonychotes weddellii papillomavirus 5	2077306	None	NC_037059	1
Papillomaviridae	unknown	Leptonychotes weddellii papillomavirus 6	2077307	None	NC_040818	1
Papillomaviridae	unknown	Macaca mulatta papillomavirus 2	2294150	None	NC_040709	1
Papillomaviridae	unknown	Macaca mulatta papillomavirus 3	2294151	None	NC_040827	1
Papillomaviridae	unknown	Macaca mulatta papillomavirus 4	2294152	None	NC_040569	1
Papillomaviridae	unknown	Molossus molossus papillomavirus 1	1959848	None	NC_040787	1
Papillomaviridae	unknown	Rodent papillomavirus	2050020	None	NC_040604	2
Papillomaviridae	unknown	Rusa timorensis papillomavirus type 2	1905556	None	NC_040785	1
Papillomaviridae	unknown	Sus scrofa papillomavirus 2	2025338	None	NC_035478	1
Papillomaviridae	Alefpapillomavirus	Alefpapillomavirus 1	2169692	None	NC_030839	1
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 1	337048	None	NC_001586	7
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 10	333754	None	NC_001355	266
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 11	337049	None	NC_001587	32
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 12	10570	None	NC_001678,NC_017716,NC_017716,NC_001678	15
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 13	333766	None	NC_001676	11
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 14	931244	None	NC_039089	9
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 2	337039	None	NC_001576	12
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 3	333767	None	NC_001694	34
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 4	337043	None	NC_001352	10
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 5	337044	None	NC_001583	63
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 6	337050	None	NC_038889,NC_001593,NC_038889	71
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 7	337042	None	NC_001357	220
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 8	333757	None	NC_001595	10
Papillomaviridae	Alphapapillomavirus	Alphapapillomavirus 9	337041	None	NC_001526	4046
Papillomaviridae	Alphapapillomavirus	Macaca mulatta papillomavirus 6	2364646	None	NC_040727	1
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 1	337051	None	NC_015692,NC_015692,NC_001531	29
Papillomaviridae	Betapapillomavirus	Betapapillomavirus 2	333924	None	NC_001596	34
