flowcell,run name,sample name,bam name,unambig bases,median coverage,tapestation primer pool 1,tapestation primer pool 2
AYB25,Sandy,MaDPH-WGS16-009,MaDPH-WGS16-009_ampseq-11,2856,25273.0,0.4,0.9
AYB25,Sandy,MaDPH-WGS16-010,MaDPH-WGS16-010_ampseq-11,617,3.0,0,0
AYB25,Sandy,MaDPH-WGS16-011,MaDPH-WGS16-011_ampseq-11,10379,8812.0,9.7,7.9
AYB25,Sandy,MaDPH-WGS16-012,MaDPH-WGS16-012_ampseq-11,0,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-013,MaDPH-WGS16-013_ampseq-11,7175,26081.0,2.7,0.6
AYB25,Sandy,MaDPH-WGS16-014,MaDPH-WGS16-014_ampseq-11,9698,13826.0,11.4,17.4
AYB25,Sandy,MaDPH-WGS16-015,MaDPH-WGS16-015_ampseq-11,0,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-016,MaDPH-WGS16-016_ampseq-11,9816,119066.0,3.1,6.2
AYB25,Sandy,MaDPH-WGS16-017,MaDPH-WGS16-017_ampseq-11,4354,41.0,0.2,0.7
AYB25,Sandy,MaDPH-WGS16-018,MaDPH-WGS16-018_ampseq-11,492,173498.0,0,0.4
AYB25,Sandy,MaDPH-WGS16-019,MaDPH-WGS16-019_ampseq-11,5145,186.0,0.2,0.6
AYB25,Sandy,MaDPH-WGS16-020,MaDPH-WGS16-020_ampseq-11,3037,37277.0,0.3,0.3
AYB25,Sandy,MaDPH-WGS16-021,MaDPH-WGS16-021_ampseq-11,61,0.0,0,0.6
AYB25,Sandy,MaDPH-WGS16-022,MaDPH-WGS16-022_ampseq-11,3961,8746.0,0.5,0
AYB25,Sandy,MaDPH-WGS16-023,MaDPH-WGS16-023_ampseq-11,128,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-024,MaDPH-WGS16-024_ampseq-11,10564,5326.0,25.2,48.3
AYB25,Sandy,MaDPH-WGS16-025,MaDPH-WGS16-025_ampseq-11,9371,6563.0,3.7,4.8
AYB25,Sandy,MaDPH-WGS16-026,MaDPH-WGS16-026_ampseq-11,0,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-027,MaDPH-WGS16-027_ampseq-11,138,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-028,MaDPH-WGS16-028_ampseq-11,0,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-029,MaDPH-WGS16-029_ampseq-11,6082,35322.0,1.2,1.6
AYB25,Sandy,MaDPH-WGS16-030,MaDPH-WGS16-030_ampseq-11,91,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-031,MaDPH-WGS16-031_ampseq-11,2641,15969.0,0.8,0
AYB25,Sandy,MaDPH-WGS16-032,MaDPH-WGS16-032_ampseq-11,0,0.0,0.1,0.5
AYB25,Sandy,MaDPH-WGS16-033,MaDPH-WGS16-033_ampseq-11,414,117085.0,0.1,0.1
AYB25,Sandy,MaDPH-WGS16-034,MaDPH-WGS16-034_ampseq-11,9906,7575.0,3.4,5
AYB25,Sandy,MaDPH-WGS16-035,MaDPH-WGS16-035_ampseq-11,0,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-036,MaDPH-WGS16-036_ampseq-11,5813,7786.0,1.4,0.5
AYB25,Sandy,MaDPH-WGS16-037,MaDPH-WGS16-037_ampseq-11,76,0.0,0,0
AYB25,Sandy,MaDPH-WGS16-038,MaDPH-WGS16-038_ampseq-11,4815,4351.0,0.9,0.3
AYB25,Sandy,MaDPH-WGS16-039,MaDPH-WGS16-039_ampseq-11,8601,10806.0,1.4,1.8
AYB25,Sandy,MaDPH-WGS16-040,MaDPH-WGS16-040_ampseq-11,8309,16158.0,1,1.2
AYB25,Sandy,MaDPH-WGS16-041,MaDPH-WGS16-041_ampseq-11,5379,23845.0,0.8,1.2
AYB20,Amazon,UIS-1155-A,UIS-1155-A_ampseq-12,1793,61425.0,0.2,0
AYB20,Amazon,UIS-1194-A,UIS-1194-A_ampseq-12,2029,24102.0,0.7,0
AYB20,Amazon,UIS-1638-A,UIS-1638-A_ampseq-12,446,408041.0,0,0.3
AYB20,Amazon,UIS-1810-A,UIS-1810-A_ampseq-12,5365,37944.0,1.6,0.7
AYB20,Amazon,UIS-1856-A,UIS-1856-A_ampseq-12,10351,19254.0,21.8,21.1
AYB20,Amazon,UIS-1857-A,UIS-1857-A_ampseq-12,930,21943.0,0.1,0.3
AYB20,Amazon,UIS-1898-A,UIS-1898-A_ampseq-12,0,0.0,0.1,0.1
AYB20,Amazon,UIS-1938-A,UIS-1938-A_ampseq-12,1802,105026.0,0,0.9
AYB20,Amazon,UIS-2293-A,UIS-2293-A_ampseq-12,5219,34976.0,1.3,1
AYB20,Amazon,UIS-2514-A,UIS-2514-A_ampseq-12,0,0.0,0,0
AYB20,Amazon,UIS-2636-A,UIS-2636-A_ampseq-12,0,0.0,0,0
AYB20,Amazon,UIS-2686-A,UIS-2686-A_ampseq-12,0,0.0,0.1,0.1
AYB20,Amazon,UIS-2724-A,UIS-2724-A_ampseq-12,10594,24972.0,15.7,15.2
AYB20,Amazon,UIS-2836-A,UIS-2836-A_ampseq-12,0,0.0,0.1,0
AYB20,Amazon,UIS-3117-A,UIS-3117-A_ampseq-12,86,0.0,0,0
AYB20,Amazon,UIS-3311-A,UIS-3311-A_ampseq-12,59,0.0,0,0
AYB20,Amazon,UIS-3315-A,UIS-3315-A_ampseq-12,0,0.0,0,0
AYB20,Amazon,UIS-3316-A,UIS-3316-A_ampseq-12,0,0.0,0,0
AYB20,Amazon,UIS-3351-A,UIS-3351-A_ampseq-12,468,11680.0,0,0
AYB20,Amazon,UIS-3407-A,UIS-3407-A_ampseq-12,0,0.0,0.1,0
AYB20,Amazon,BocaBio-0180S,BocaBio-0180S_ampseq-12,10599,14588.0,67.5,54.2
AVDJF,Big League Part III Reworked,BocaBio-0208S,BocaBio-208S_ampseq-5rework,10598,14444.0,60.8,62.4
AVDJF,Big League Part III Reworked,BocaBio-0216S,BocaBio-216S_ampseq-5rework,10577,11062.0,52.8,3.9
AVDJF,Big League Part III Reworked,BocaBio-0269S,BocaBio-269S_ampseq-5rework,10611,16735.0,35.8,44.3
AVDJF,Big League Part III Reworked,BocaBio-0369S,BocaBio-369S_ampseq-5rework,0,0.0,0.1,0
AVDJF,Big League Part III Reworked,BocaBio-0428P,BocaBio-428P_ampseq-5rework,4607,39942.0,1.4,2
AVDJF,Big League Part III Reworked,BocaBio-0439S,BocaBio-439S_ampseq-5rework,2469,39.0,0,0
AVDJF,Big League Part III Reworked,FGCU-021U,FGCU-021U_ampseq-5rework,10257,26612.0,8,10.2
AVDJF,Big League Part III Reworked,FGCU-022U,FGCU-022U_ampseq-5rework,9222,22759.0,2,6.4
AVDJF,Big League Part III Reworked,FGCU-023B,FGCU-023B_ampseq-5rework,819,492921.0,0,0.6
AVDJF,Big League Part III Reworked,FGCU-023U,FGCU-023U_ampseq-5rework,0,0.0,0,0
AVDJF,Big League Part III Reworked,FGCU-025U,FGCU-025U_ampseq-5rework,0,0.0,0,0
AVDJF,Big League Part III Reworked,FGCU-026U,FGCU-026U_ampseq-5rework,0,0.0,0,0
AVDJF,Big League Part III Reworked,FGCU-028S,FGCU-028S_ampseq-5rework,8360,22398.0,3.6,6.7
AVDJF,Big League Part III Reworked,FGCU-034S,FGCU-034S_ampseq-5rework,1668,76347.0,0,1.1
AVDJF,Big League Part III Reworked,FGCU-034U,FGCU-034U_ampseq-5rework,428,277874.0,0,0.6
AVDJF,Big League Part III Reworked,FGCU-035S,FGCU-035S_ampseq-5rework,2069,63519.0,0.7,0.8
AVDJF,Big League Part III Reworked,FGCU-035U,FGCU-035U_ampseq-5rework,2846,32425.0,0.9,1
AVDJF,Big League Part III Reworked,FGCU-036S,FGCU-036S_ampseq-5rework,7645,13089.0,5.1,4.5
AVDJF,Big League Part III Reworked,UNAH-ME-131,UNAH-ME-131_ampseq-5rework,9498,11495.0,8.7,13.4
AVDJF,Big League Part III Reworked,UNAH-ME-137,UNAH-ME-137_ampseq-5rework,4470,13316.0,1,1.1
AVDJF,Big League Part III Reworked,UNAH-ME-149,UNAH-ME-149_ampseq-5rework,4949,164.0,2.5,2.8
AVDJF,Big League Part III Reworked,UNAH-ME-180,UNAH-ME-180_ampseq-5rework,8531,7983.0,6.2,4.9
AVDJF,Big League Part III Reworked,UNAH-ME-33,UNAH-ME-33_ampseq-5rework,5648,14075.0,2.7,1
AVDJF,Big League Part III Reworked,UNAH-SZ-28,UNAH-ME-SZ-28_ampseq-5rework,0,0.0,0,0
