family	genus	species	taxid	segment	num_seqs	result_type	cluster	timestamp	last_changed_timestamp	num_input_seqs	num_curated_seqs	num_clusters	rss	elapsed_time	mean_cluster_cost	mean_cluster_target_len	mean_cluster_num_primers5	mean_cluster_num_primers3	mean_cluster_num_guides
Virgaviridae	Tobamovirus	Tomato mosaic virus	12253	None	47	taxon	NA	1574028445	1574028445	47	47	1	503292.0	642.10	2.5126942636811997	88	1	1	1
Secoviridae	Comovirus	Bean pod mottle virus	12260	RNA 1	10	taxon	NA	1574022745	1574022745	10	10	1	501068.0	169.06	2.5126942636811997	88	1	1	1
Secoviridae	Nepovirus	Arabis mosaic virus	12271	RNA 2	12	taxon	NA	1574023270	1574023270	12	12	1	501160.0	428.15	2.8064266863651715	95	1	1	3
Secoviridae	Nepovirus	Grapevine fanleaf virus	12274	RNA 1	81	taxon	NA	1574023619	1574023619	81	81	1	502760.0	607.41	2.645911090344213	90	1	1	2
Virgaviridae	Tobravirus	Tobacco rattle virus	12295	RNA 1	16	taxon	NA	1574028679	1574028679	16	16	1	501060.0	396.59	2.5126942636811997	88	1	1	1
Bromoviridae	Cucumovirus	Cucumber mosaic virus	12305	RNA 1	202	taxon	NA	1573971278	1573971278	204	202	1	503692.0	821.89	2.6189163730311917	99	1	1	1
Bromoviridae	Cucumovirus	Peanut stunt virus	12313	RNA 1	18	taxon	NA	1573971380	1573971380	18	18	1	500736.0	249.13	2.6237942636811997	88	1	1	2
Bromoviridae	Cucumovirus	Tomato aspermy virus	12315	RNA 3	15	taxon	NA	1573971524	1573917641	15	15	1	502712.0	133.67	2.5126942636811997	88	1	1	1
Bromoviridae	Ilarvirus	Tobacco streak virus	12317	RNA 1	24	taxon	NA	1573971659	1573971659	24	24	1	501936.0	308.36	2.6237942636811997	88	1	1	2
Bromoviridae	Ilarvirus	Apple mosaic virus	12319	RNA 3	13	taxon	NA	1573971530	1573971530	13	13	1	502264.0	185.30	2.5126942636811997	88	1	1	1
Bromoviridae	Alfamovirus	Alfalfa mosaic virus	12321	RNA 3	21	taxon	NA	1573971269	1573971269	21	21	1	501252.0	252.78	2.5126942636811997	88	1	1	1
Virgaviridae	Hordeivirus	Barley stripe mosaic virus	12327	RNA 1	13	taxon	NA	1574027738	1574027738	13	13	1	502592.0	342.73	2.5126942636811997	88	1	1	1
Phenuiviridae	Tenuivirus	Rice stripe tenuivirus	12331	RNA 1	34	taxon	NA	1573996473	1573996473	34	34	1	500924.0	1015.75	2.5126942636811997	88	1	1	1
Circoviridae	Cyclovirus	Dragonfly associated cyclovirus 1	1234879	None	21	taxon	NA	1573972341	1573972341	23	21	1	501896.0	361.26	2.6237942636811997	88	1	1	2
Geminiviridae	Begomovirus	Tomato yellow leaf curl Sardinia virus	123735	DNA A	20	taxon	NA	1573978962	1573978962	20	20	1	502772.0	244.92	2.5126942636811997	88	1	1	1
Astroviridae	Mamastrovirus	Mamastrovirus 1	1239565	None	33	taxon	NA	1573970191	1573970191	34	33	1	502432.0	833.97	2.9333377053709504	112	1	1	3
unknown	Idaeovirus	Raspberry bushy dwarf virus	12451	RNA 2	26	taxon	NA	1574028751	1574028751	26	26	1	499940.0	241.14	2.5126942636811997	88	1	1	1
Potyviridae	Bymovirus	Barley yellow mosaic virus	12465	RNA 1	32	taxon	NA	1574001281	1574001281	32	32	1	501200.0	564.89	2.5126942636811997	88	1	1	1
Potyviridae	Bymovirus	Barley mild mosaic virus	12466	RNA 1	11	taxon	NA	1574001269	1574001269	11	11	1	504868.0	277.64	2.5126942636811997	88	1	1	1
unknown	Deltavirus	Hepatitis delta virus	12475	None	404	taxon	NA	1574028729	1574028729	495	404	1	502624.0	726.96	5.209522044777588	147	1	4	4
Alphatetraviridae	Omegatetravirus	Nudaurelia capensis omega virus	12541	None	11	taxon	NA	1573969404	1573969404	11	11	1	501748.0	144.58	2.5126942636811997	88	1	1	1
Astroviridae	Mamastrovirus	Porcine astrovirus 3	1254425	None	10	taxon	NA	1573970214	1573970214	10	10	1	501536.0	319.47	2.5126942636811997	88	1	1	1
Nanoviridae	Babuvirus	Banana bunchy top virus	12585	DNA C	196	taxon	NA	1573984436	1573984436	197	196	1	501512.0	687.52	3.024014134296109	129	1	1	3
Secoviridae	Nepovirus	Cherry leaf roll virus	12615	RNA 1	10	taxon	NA	1574023297	1574023297	10	10	1	502276.0	319.45	2.5749342433258255	94	1	1	1
Anelloviridae	Gyrovirus	Chicken anemia virus	12618	None	202	taxon	NA	1573969586	1573969586	202	202	1	502612.0	1715.75	2.5126942636811997	88	1	1	1
Flaviviridae	Flavivirus	Dengue virus	12637	None	5382	taxon	NA	1574292259	1574292259	5382	5382	1	1821408.0	27014.51	5.746243377117346	89	2	4	6
Hepadnaviridae	Avihepadnavirus	Duck hepatitis B virus	12639	None	55	taxon	NA	1573980443	1573980443	55	55	1	502276.0	673.97	2.6237942636811997	88	1	1	2
Peribunyaviridae	unknown	Mulberry vein banding virus	1266451	S	10	taxon	NA	1573994946	1573994946	10	10	1	501528.0	206.33	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Sida mottle Alagoas virus	1266995	DNA A	19	taxon	NA	1573977931	1573977931	19	19	1	500876.0	202.55	2.5126942636811997	88	1	1	1
Paramyxoviridae	Respirovirus	Human respirovirus 1	12730	None	47	taxon	NA	1573991616	1573991616	47	47	1	502272.0	946.08	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Kenaf leaf curl betasatellite	1273128	None	9	taxon	NA	1574026530	1574026530	10	9	1	500692.0	98.75	2.93097901698314	133	1	1	2
unknown	unknown	Groundnut rosette virus satellite RNA	127441	None	11	taxon	NA	1574029134	1574029134	11	11	1	502344.0	138.86	2.5126942636811997	88	1	1	1
Pospiviroidae	Apscaviroid	Pear blister canker viroid	12783	None	75	taxon	NA	1574001129	1574001129	75	75	1	504984.0	36.78	3.168191578646307	213	1	1	2
Pneumoviridae	unknown	Respiratory syncytial virus	12814	None	24	taxon	NA	1573999760	1573999760	25	24	1	504232.0	549.76	2.5126942636811997	88	1	1	1
Flaviviridae	Hepacivirus	Equine hepacivirus	1281455	None	20	taxon	NA	1573974351	1573974351	20	20	1	504064.0	1028.66	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Sweet potato feathery mottle virus	12844	None	49	taxon	NA	1574002942	1574002942	49	49	1	503760.0	1508.38	2.5126942636811997	88	1	1	1
Pospiviroidae	Pospiviroid	Tomato apical stunt viroid	12885	None	33	taxon	NA	1574001255	1574001255	37	33	1	499768.0	38.64	2.8516681611474057	117	1	1	2
Avsunviroidae	Avsunviroid	Avocado sunblotch viroid	12896	None	61	taxon	NA	1573970258	1573970258	104	61	1	500644.0	51.44	2.5126942636811997	88	1	1	1
Pospiviroidae	Pospiviroid	Chrysanthemum stunt viroid	12897	None	461	taxon	NA	1574001196	1574001196	461	461	1	502356.0	71.71	2.5126942636811997	88	1	1	1
Pospiviroidae	Cocadviroid	Hop latent viroid	12907	None	79	taxon	NA	1574001163	1574001163	150	79	1	500484.0	98.05	3.0193342433258255	128	1	1	3
Betaflexiviridae	Citrivirus	Citrus leaf blotch virus	129141	None	17	taxon	NA	1573970653	1573970653	17	17	1	503356.0	403.44	2.8096648453679434	110	1	1	2
Alphasatellitidae	unknown	Sida yellow vein China alphasatellite	1293961	None	13	taxon	NA	1573969403	1573969403	13	13	1	502096.0	177.05	2.5126942636811997	88	1	1	1
Picornaviridae	Kobuvirus	Aichivirus C	1298633	None	70	taxon	NA	1573998838	1573998838	70	70	1	501628.0	1809.46	2.534811090344213	90	1	1	1
Adenoviridae	Mastadenovirus	Human mastadenovirus C	129951	None	60	taxon	NA	1573969403	1573969403	60	60	1	510984.0	1031.85	2.5126942636811997	88	1	1	1
Luteoviridae	Enamovirus	Citrus vein enation virus	1301220	None	20	taxon	NA	1573982649	1573982649	20	20	1	500292.0	593.39	2.5126942636811997	88	1	1	1
Geminiviridae	Mastrevirus	Chickpea chlorosis Australia virus	1302848	None	13	taxon	NA	1573979269	1573979269	13	13	1	500424.0	162.11	2.5126942636811997	88	1	1	1
Adenoviridae	Mastadenovirus	Human mastadenovirus E	130308	None	70	taxon	NA	1573969403	1573969403	70	70	1	511160.0	582.95	2.5126942636811997	88	1	1	1
Adenoviridae	Mastadenovirus	Human mastadenovirus F	130309	None	17	taxon	NA	1573969404	1573969404	17	17	1	503624.0	414.57	2.5126942636811997	88	1	1	1
Adenoviridae	Mastadenovirus	Human mastadenovirus D	130310	None	198	taxon	NA	1573969403	1573969403	198	198	1	519456.0	1739.49	2.5126942636811997	88	1	1	1
Geminiviridae	Capulavirus	Alfalfa leaf curl virus	1306546	None	121	taxon	NA	1573979208	1573979208	121	121	1	500856.0	361.15	2.5126942636811997	88	1	1	1
Flaviviridae	Pegivirus	Pegivirus A	1307800	None	62	taxon	NA	1573974487	1573974487	65	62	1	502872.0	3221.74	6.8473225926641845	219	3	4	5
Luteoviridae	Polerovirus	Turnip yellows virus	131083	None	13	taxon	NA	1573983942	1573983942	13	13	1	502784.0	395.74	2.5126942636811997	88	1	1	1
Mesoniviridae	Alphamesonivirus	Alphamesonivirus 1	1312874	None	22	taxon	NA	1573984093	1573984093	22	22	1	503576.0	341.89	2.5126942636811997	88	1	1	1
Picornaviridae	Enterovirus	Enterovirus F	1330520	None	13	taxon	NA	1573997490	1573997490	13	13	1	502844.0	288.05	2.6237942636811997	88	1	1	2
Coronaviridae	Betacoronavirus	Middle East respiratory syndrome-related coronavirus	1335626	None	547	taxon	NA	1573973055	1573973055	547	547	1	939464.0	6125.65	2.5126942636811997	88	1	1	1
Circoviridae	Circovirus	Porcine circovirus 1	133704	None	68	taxon	NA	1573972192	1573972192	73	68	1	502420.0	185.45	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Cotton leaf curl betasatellite	134386	None	68	taxon	NA	1574026393	1574026393	69	68	1	502312.0	134.39	2.6350433771173467	89	1	1	2
Reoviridae	Rotavirus	Rotavirus H	1348384	6	36	taxon	NA	1574020238	1574020238	37	37	1	499652.0	587.14	2.7348942636811997	88	1	1	3
Potyviridae	Ipomovirus	Cassava brown streak virus	137758	None	18	taxon	NA	1574001306	1574001306	18	18	1	502380.0	2240.63	2.5126942636811997	88	1	1	1
Geminiviridae	Grablovirus	Grapevine red blotch virus	1381007	None	126	taxon	NA	1573979242	1573979242	126	126	1	502472.0	534.06	2.5126942636811997	88	1	1	1
Picornaviridae	Enterovirus	Enterovirus A	138948	None	1877	taxon	NA	1573997054	1573997054	1881	1877	1	1693552.0	22663.08	9.008801087828203	153	2	8	8
Picornaviridae	Enterovirus	Enterovirus B	138949	None	576	taxon	NA	1573997067	1573997067	576	576	1	603552.0	11549.66	13.661507968360732	238	8	8	12
Picornaviridae	Enterovirus	Enterovirus C	138950	None	837	taxon	NA	1573997167	1573997167	837	837	1	1252112.0	17173.46	4.952216373031192	138	3	1	8
Picornaviridae	Enterovirus	Enterovirus D	138951	None	647	taxon	NA	1573997210	1573997210	647	647	1	530520.0	4007.57	2.5126942636811997	88	1	1	1
Virgaviridae	Tobamovirus	Tomato mottle mosaic virus	1391702	None	11	taxon	NA	1574028456	1574028456	11	11	1	502808.0	297.37	2.5126942636811997	88	1	1	1
Alphasatellitidae	unknown	Tomato leaf curl alphasatellite	1407057	None	15	taxon	NA	1573969403	1573969403	16	15	1	501748.0	227.27	2.5126942636811997	88	1	1	1
Alphasatellitidae	Colecusatellite	Ageratum yellow vein India alphasatellite	1407058	None	16	taxon	NA	1573969403	1573969403	16	16	1	501612.0	232.74	2.7348942636811997	88	1	1	3
Circoviridae	Circovirus	Pigeon circovirus	1414603	None	124	taxon	NA	1573972189	1573972189	124	124	1	499168.0	1733.98	2.5126942636811997	88	1	1	1
unknown	unknown	Grapevine fanleaf virus satellite RNA	141860	None	32	taxon	NA	1574029124	1574029124	32	32	1	504004.0	243.08	2.5126942636811997	88	1	1	1
Alphasatellitidae	Colecusatellite	Chilli leaf curl alphasatellite	1428342	None	10	taxon	NA	1573969404	1573969404	10	10	1	501968.0	92.75	2.5126942636811997	88	1	1	1
Astroviridae	Mamastrovirus	Bovine astrovirus	1435485	None	12	taxon	NA	1573970170	1573970170	14	12	1	501200.0	819.93	2.801814134296109	129	1	1	1
Togaviridae	Alphavirus	Madariaga virus	1440170	None	30	taxon	NA	1574025395	1574025395	30	30	1	503504.0	377.60	2.5126942636811997	88	1	1	1
unknown	Negevirus	Wallerfield virus	1457165	None	22	taxon	NA	1574028823	1574028823	22	22	1	500916.0	738.81	2.5126942636811997	88	1	1	1
Reoviridae	Orthoreovirus	Pteropine orthoreovirus	1459003	L3	13	taxon	NA	1574016835	1574016835	13	13	1	501240.0	715.97	2.5126942636811997	88	1	1	1
Circoviridae	Circovirus	Goose circovirus	146032	None	67	taxon	NA	1573972168	1573972168	67	67	1	500764.0	420.37	2.6237942636811997	88	1	1	2
Potyviridae	Potyvirus	Watermelon mosaic virus	146500	None	89	taxon	NA	1574004204	1574004204	89	89	1	503636.0	2513.59	2.5126942636811997	88	1	1	1
Parvoviridae	Protoparvovirus	Porcine parvovirus 6	1472911	None	28	taxon	NA	1573993695	1573993695	28	28	1	502304.0	500.25	2.5126942636811997	88	1	1	1
Picornaviridae	Enterovirus	Rhinovirus A	147711	None	176	taxon	NA	1573997824	1573997824	176	176	1	538756.0	2838.39	11.524243377117347	176	5	9	6
Picornaviridae	Enterovirus	Rhinovirus B	147712	None	68	taxon	NA	1573997870	1573997870	68	68	1	542492.0	1063.18	8.201611090344212	120	4	5	8
unknown	unknown	Tanay virus	1489714	None	12	taxon	NA	1574029368	1574029368	12	12	1	502464.0	304.66	2.6237942636811997	88	1	1	2
Myoviridae	unknown	Synechococcus phage ACG-2014b	1493508	None	17	taxon	NA	1573984293	1573984293	18	17	1	573832.0	6606.36	2.5126942636811997	88	1	1	1
Myoviridae	unknown	Synechococcus phage ACG-2014d	1493509	None	44	taxon	NA	1573984339	1573984339	45	44	1	588452.0	7332.83	2.5126942636811997	88	1	1	1
Myoviridae	unknown	Synechococcus phage ACG-2014f	1493511	None	36	taxon	NA	1573984345	1573984345	41	36	1	631928.0	7149.56	2.5126942636811997	88	1	1	1
Circoviridae	Circovirus	Porcine circovirus-like virus P1	1506546	None	28	taxon	NA	1573972274	1573972274	29	28	1	500376.0	64.90	2.5126942636811997	88	1	1	1
Coronaviridae	unknown	Bat coronavirus	1508220	None	2	taxon	NA	1573973226	1573973226	11	2	1	503656.0	354.41	2.5126942636811997	88	1	1	1
Orthomyxoviridae	Deltainfluenzavirus	Influenza D virus	1511084	1	16	taxon	NA	1573986702	1573986702	16	16	1	502104.0	186.76	2.5126942636811997	88	1	1	1
Parvoviridae	Amdoparvovirus	Carnivore amdoparvovirus 1	1511862	None	60	taxon	NA	1573992236	1573992236	60	60	1	501832.0	1217.00	2.5126942636811997	88	1	1	1
Parvoviridae	Aveparvovirus	Galliform aveparvovirus 1	1511865	None	41	taxon	NA	1573992333	1573992333	41	41	1	502636.0	664.65	2.5126942636811997	88	1	1	1
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 1	1511866	None	11	taxon	NA	1573992387	1573992387	11	11	1	504244.0	289.34	2.5126942636811997	88	1	1	1
Parvoviridae	Bocaparvovirus	Carnivore bocaparvovirus 3	1511868	None	11	taxon	NA	1573992469	1573992469	11	11	1	501296.0	583.79	3.0738681611474057	174	1	1	2
Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 1	1511871	None	14	taxon	NA	1573992992	1573992992	14	14	1	501808.0	437.86	2.5126942636811997	88	1	1	1
Parvoviridae	Bocaparvovirus	Primate bocaparvovirus 2	1511872	None	18	taxon	NA	1573992999	1573992999	18	18	1	500944.0	334.75	2.5126942636811997	88	1	1	1
Parvoviridae	Copiparvovirus	Ungulate copiparvovirus 2	1511890	None	15	taxon	NA	1573993335	1573993335	15	15	1	503028.0	267.11	2.5126942636811997	88	1	1	1
Parvoviridae	Dependoparvovirus	Anseriform dependoparvovirus 1	1511895	None	61	taxon	NA	1573993431	1573993431	61	61	1	503240.0	564.57	2.5126942636811997	88	1	1	1
Parvoviridae	Erythroparvovirus	Primate erythroparvovirus 1	1511900	None	31	taxon	NA	1573993455	1573993455	31	31	1	502380.0	410.97	2.5126942636811997	88	1	1	1
Parvoviridae	Protoparvovirus	Carnivore protoparvovirus 1	1511906	None	171	taxon	NA	1573993605	1573993605	171	171	1	503576.0	926.73	2.5126942636811997	88	1	1	1
Parvoviridae	Protoparvovirus	Rodent protoparvovirus 1	1511908	None	17	taxon	NA	1573993867	1573993867	18	17	1	500988.0	502.87	2.565364373321448	93	1	1	1
Parvoviridae	Protoparvovirus	Ungulate protoparvovirus 1	1511910	None	46	taxon	NA	1573993955	1573993955	46	46	1	501416.0	445.38	2.5126942636811997	88	1	1	1
Parvoviridae	Tetraparvovirus	Primate tetraparvovirus 1	1511913	None	28	taxon	NA	1573993992	1573993992	28	28	1	502596.0	724.86	2.5126942636811997	88	1	1	1
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 1	1511914	None	11	taxon	NA	1573993997	1573993997	11	11	1	502664.0	198.34	2.5126942636811997	88	1	1	1
Parvoviridae	Tetraparvovirus	Ungulate tetraparvovirus 2	1511915	None	21	taxon	NA	1573993997	1573993997	21	21	1	501820.0	574.33	2.5126942636811997	88	1	1	1
Parvoviridae	Ambidensovirus	Orthopteran ambidensovirus 1	1513189	None	10	taxon	NA	1573992134	1573992134	10	10	1	501324.0	252.08	2.5126942636811997	88	1	1	1
Parvoviridae	Hepandensovirus	Decapod hepandensovirus 1	1513202	None	12	taxon	NA	1573993516	1573993516	12	12	1	501516.0	474.79	2.5126942636811997	88	1	1	1
Parvoviridae	Penstyldensovirus	Decapod penstyldensovirus 1	1513224	None	39	taxon	NA	1573993604	1573993604	39	39	1	501836.0	348.93	2.5126942636811997	88	1	1	1
Papillomaviridae	Gammapapillomavirus	Gammapapillomavirus 12	1513257	None	11	taxon	NA	1573989660	1573989660	11	11	1	500552.0	608.30	5.333265756109888	241	3	2	3
unknown	unknown	Small begomovirus-associated satellite	1538101	None	84	taxon	NA	1574029344	1574029344	84	84	1	501564.0	163.76	2.789829642842771	107	1	1	2
Paramyxoviridae	Avulavirus	Avian avulavirus 6	157619	None	12	taxon	NA	1573991037	1573991037	12	12	1	503392.0	264.13	2.6237942636811997	88	1	1	2
Geminiviridae	Begomovirus	Tomato severe rugose virus	158463	DNA A	86	taxon	NA	1573978786	1573978786	86	86	1	501988.0	586.87	2.5126942636811997	88	1	1	1
Smacoviridae	Huchismacovirus	Human smacovirus 1	1595998	None	11	taxon	NA	1574024070	1574024070	13	11	1	503572.0	343.48	2.5126942636811997	88	1	1	1
Potyviridae	Potyvirus	Narcissus yellow stripe virus	160843	None	11	taxon	NA	1574001924	1574001924	11	11	1	502884.0	1017.25	3.1109999999999998	188	1	1	2
Microviridae	unknown	Eel River basin pequenovirus	1609634	None	1	taxon	NA	1573984124	1573984124	21	1	1	500108.0	220.44	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Sri Lankan cassava mosaic virus	161378	DNA A	19	taxon	NA	1573978024	1573978024	19	19	1	502776.0	358.34	2.5126942636811997	88	1	1	1
Caulimoviridae	Badnavirus	Dioscorea bacilliform AL virus	1619899	None	14	taxon	NA	1573971952	1573971952	14	14	1	502108.0	283.92	2.5126942636811997	88	1	1	1
Pneumoviridae	Metapneumovirus	Human metapneumovirus	162145	None	157	taxon	NA	1573999506	1573999506	157	157	1	507868.0	755.23	2.5126942636811997	88	1	1	1
unknown	unknown	Temperate fruit decay-associated virus	1628899	None	45	taxon	NA	1574029382	1574029382	45	45	1	502812.0	184.53	2.5126942636811997	88	1	1	1
Iflaviridae	unknown	La Jolla virus	1654357	None	10	taxon	NA	1573982095	1573982095	10	10	1	500876.0	147.83	2.5126942636811997	88	1	1	1
Hepeviridae	Orthohepevirus	Orthohepevirus A	1678143	None	432	taxon	NA	1573980495	1573980495	455	432	1	577476.0	5381.84	3.7172439250039426	166	2	1	2
Hepeviridae	Orthohepevirus	Orthohepevirus C	1678145	None	12	taxon	NA	1573980580	1573980580	14	12	1	501236.0	294.87	3.523848055426138	101	1	2	3
Tolecusatellitidae	Betasatellite	Ageratum yellow leaf curl betasatellite	169687	None	20	taxon	NA	1574026111	1574026111	21	20	1	500916.0	102.25	2.5126942636811997	88	1	1	1
Bornaviridae	Orthobornavirus	Mammalian 1 orthobornavirus	1714619	None	27	taxon	NA	1573971230	1573971230	27	27	1	503092.0	813.75	2.5126942636811997	88	1	1	1
Birnaviridae	Aquabirnavirus	Tasmanian aquabirnavirus	1721090	A	14	taxon	NA	1573971106	1573903943	14	14	1	500896.0	161.70	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Chilli leaf curl virus	172278	DNA A	92	taxon	NA	1573975940	1573975940	92	92	1	501264.0	1180.55	3.3015480554261387	101	1	1	7
Geminiviridae	Begomovirus	Tomato chlorotic mottle virus	172391	DNA A	25	taxon	NA	1573978150	1573978150	25	25	1	502332.0	262.66	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato mottle leaf curl virus	172394	DNA A	24	taxon	NA	1573978765	1573978765	24	24	1	501552.0	268.48	2.5126942636811997	88	1	1	1
unknown	unknown	Apple hammerhead viroid-like circular RNA	1737346	None	11	taxon	NA	1574028914	1574028914	11	11	1	502904.0	69.39	2.6105894934871645	98	1	1	1
Caulimoviridae	Badnavirus	Citrus yellow mosaic virus	174178	None	10	taxon	NA	1573971926	1573971926	10	10	1	501908.0	301.94	2.5126942636811997	88	1	1	1
Geminiviridae	Turncurtovirus	Turnip leaf roll virus	1766828	None	13	taxon	NA	1573979645	1573979645	13	13	1	503908.0	222.46	2.5126942636811997	88	1	1	1
Parvoviridae	Bocaparvovirus	Rat bocavirus	1788315	None	18	taxon	NA	1573993055	1573993055	18	18	1	501892.0	459.88	2.5126942636811997	88	1	1	1
Alloherpesviridae	Cyprinivirus	Cyprinid herpesvirus 3	180230	None	21	taxon	NA	1573969404	1573969404	21	21	1	666204.0	13752.38	2.5126942636811997	88	1	1	1
Picornaviridae	Parechovirus	Parechovirus A	1803956	None	154	taxon	NA	1573998907	1573998907	154	154	1	557260.0	2768.97	6.415595040691432	177	3	3	8
Picornaviridae	Parechovirus	Parechovirus B	1803957	None	10	taxon	NA	1573998935	1573998935	10	10	1	503812.0	209.20	3.0710437654486546	173	1	1	2
Geminiviridae	Begomovirus	Melon chlorotic mosaic virus	180399	DNA A	21	taxon	NA	1573977092	1573977092	21	21	1	500264.0	423.70	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tobacco curly shoot virus	180526	DNA A	34	taxon	NA	1573978144	1573978144	34	34	1	501440.0	571.17	2.534811090344213	90	1	1	1
Parvoviridae	Chapparvovirus	Porcine parvovirus 7	1820046	None	21	taxon	NA	1573993303	1573993303	21	21	1	502240.0	367.52	2.5126942636811997	88	1	1	1
Picornaviridae	Cardiovirus	Cardiovirus A	1821749	None	33	taxon	NA	1573997017	1573997017	33	33	1	501212.0	321.47	2.5126942636811997	88	1	1	1
Picornaviridae	Cardiovirus	Cardiovirus B	1821750	None	52	taxon	NA	1573997035	1573997035	52	52	1	504536.0	834.08	3.746048055426138	142	1	2	3
Tombusviridae	Umbravirus	Tobacco bushy top virus	184020	None	14	taxon	NA	1574027459	1574027459	14	14	1	503180.0	563.53	2.5126942636811997	88	1	1	1
Geminiviridae	Capulavirus	Euphorbia caput-medusae latent virus	1853865	None	13	taxon	NA	1573979221	1573979221	13	13	1	500568.0	362.19	2.5126942636811997	88	1	1	1
Secoviridae	Fabavirus	Prunus virus F	1855510	RNA 1	11	taxon	NA	1574022959	1574022959	11	11	1	502312.0	309.33	2.5126942636811997	88	1	1	1
Luteoviridae	Polerovirus	Maize yellow mosaic virus	1856642	None	31	taxon	NA	1573983762	1573983762	44	31	1	499752.0	346.42	2.5126942636811997	88	1	1	1
Reoviridae	Aquareovirus	Aquareovirus C	185782	10	6	taxon	NA	1574005498	1574005498	10	6	1	498136.0	92.92	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Tomato yellow leaf curl China virus	185793	DNA A	45	taxon	NA	1573978870	1573978870	45	45	1	502656.0	1707.73	2.8343360029807227	114	1	1	2
Tolecusatellitidae	Betasatellite	Bhendi yellow vein betasatellite	186371	None	15	taxon	NA	1574026221	1574026221	15	15	1	499280.0	171.26	2.5126942636811997	88	1	1	1
Filoviridae	Ebolavirus	Zaire ebolavirus	186538	None	1574	taxon	NA	1573973596	1573973596	1574	1574	1	2749504.0	7610.84	2.5126942636811997	88	1	1	1
Filoviridae	Ebolavirus	Reston ebolavirus	186539	None	20	taxon	NA	1573973582	1573973582	20	20	1	504340.0	1162.92	2.5126942636811997	88	1	1	1
Filoviridae	Ebolavirus	Sudan ebolavirus	186540	None	19	taxon	NA	1573973582	1573973582	19	19	1	503624.0	422.26	2.5126942636811997	88	1	1	1
Circoviridae	Circovirus	Porcine circovirus 3	1868221	None	318	taxon	NA	1573972237	1573972237	318	318	1	501416.0	987.70	2.5126942636811997	88	1	1	1
Geminiviridae	Mastrevirus	Sugarcane striate virus	1868659	None	28	taxon	NA	1573979571	1573979571	28	28	1	503444.0	391.53	2.5126942636811997	88	1	1	1
Geminiviridae	Begomovirus	Ageratum enation virus	188333	DNA A	40	taxon	NA	1573975643	1573975643	40	40	1	499952.0	425.64	2.5126942636811997	88	1	1	1
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 5	1891726	None	29	taxon	NA	1574000263	1574000263	57	29	1	501340.0	291.10	2.5126942636811997	88	1	1	1
Polyomaviridae	Alphapolyomavirus	Human polyomavirus 8	1891727	None	23	taxon	NA	1574000311	1574000311	23	23	1	500540.0	278.46	2.5126942636811997	88	1	1	1
Polyomaviridae	Gammapolyomavirus	Aves polyomavirus 1	1891747	None	27	taxon	NA	1574000953	1574000953	27	27	1	501568.0	300.53	2.5126942636811997	88	1	1	1
Polyomaviridae	Betapolyomavirus	Human polyomavirus 1	1891762	None	317	taxon	NA	1574000333	1574000333	319	317	1	504392.0	1413.15	2.5126942636811997	88	1	1	1
Polyomaviridae	Betapolyomavirus	Human polyomavirus 2	1891763	None	659	taxon	NA	1574000556	1574000556	661	659	1	513868.0	2884.82	2.5126942636811997	88	1	1	1
Polyomaviridae	Betapolyomavirus	Human polyomavirus 3	1891764	None	12	taxon	NA	1574000587	1574000587	12	12	1	501092.0	217.78	2.5126942636811997	88	1	1	1
Polyomaviridae	Betapolyomavirus	Human polyomavirus 4	1891765	None	147	taxon	NA	1574000591	1574000591	147	147	1	503328.0	655.78	2.5126942636811997	88	1	1	1
Polyomaviridae	Betapolyomavirus	Macaca mulatta polyomavirus 1	1891767	None	35	taxon	NA	1574000649	1574000649	35	35	1	501240.0	216.67	2.5126942636811997	88	1	1	1
Tolecusatellitidae	Betasatellite	Cotton leaf curl virus betasatellite	189515	None	22	taxon	NA	1574026405	1574026405	23	22	1	499040.0	186.99	2.6237942636811997	88	1	1	2
Bornaviridae	Orthobornavirus	Mammalian 2 orthobornavirus	1897087	None	21	taxon	NA	1573971232	1573906008	21	21	1	503128.0	437.36	2.5126942636811997	88	1	1	1
Adenoviridae	Aviadenovirus	Fowl aviadenovirus C	190063	None	37	taxon	NA	1573969404	1573969404	38	37	1	509116.0	785.65	2.5126942636811997	88	1	1	1
Adenoviridae	Aviadenovirus	Fowl aviadenovirus D	190064	None	12	taxon	NA	1573969404	1573969404	12	12	1	506132.0	553.03	2.5126942636811997	88	1	1	1
Picornaviridae	Rosavirus	Rosavirus C	1902502	None	10	taxon	NA	1573998961	1573998961	10	10	1	502648.0	280.49	2.5126942636811997	88	1	1	1
